t	DToutletrel	Toutlet	PhiFreeSurf	Ithermique	Phi0	IElecSR	IElecSI	IElecTR	IElecTI	IElecRR	IElecRI	ITotal	PElec	
3422.5	1.21769e-06	1434.08	27558.4	276136	34.065	14.2874	-0.00351169	-6.99973	12.3203	-7.02366	-12.3683	42.68	49534.8	
3423	1.21718e-06	1434.08	27557.6	276127	34.0676	14.2874	-0.00351169	-6.99977	12.3203	-7.0237	-12.3684	42.6802	49542.7	
3423.5	1.21666e-06	1434.07	27556.7	276118	34.0703	14.2875	-0.0035117	-6.99981	12.3204	-7.02374	-12.3684	42.6805	49550.7	
3424	1.21615e-06	1434.07	27555.9	276110	34.0729	14.2876	-0.00351171	-6.99984	12.3204	-7.02378	-12.3685	42.6807	49558.6	
3424.5	1.21564e-06	1434.07	27555	276101	34.0756	14.2877	-0.00351172	-6.99988	12.3205	-7.02382	-12.3685	42.6809	49566.6	
3425	1.21513e-06	1434.07	27554.2	276093	34.0782	14.2878	-0.00351172	-6.99992	12.3206	-7.02386	-12.3686	42.6811	49574.5	
3425.5	1.21462e-06	1434.07	27553.3	276084	34.0809	14.2879	-0.00351173	-6.99996	12.3206	-7.0239	-12.3687	42.6813	49582.5	
3426	1.21411e-06	1434.06	27552.5	276076	34.0835	14.2879	-0.00351174	-7	12.3207	-7.02394	-12.3687	42.6815	49590.5	
3426.5	1.21359e-06	1434.06	27551.6	276067	34.0861	14.288	-0.00351175	-7.00004	12.3207	-7.02398	-12.3688	42.6818	49598.4	
3427	1.21308e-06	1434.06	27550.8	276059	34.0888	14.2881	-0.00351175	-7.00008	12.3208	-7.02402	-12.3688	42.682	49606.4	
3427.5	1.21257e-06	1434.06	27549.9	276050	34.0914	14.2882	-0.00351176	-7.00012	12.3208	-7.02406	-12.3689	42.6822	49614.3	
3428	1.21206e-06	1434.06	27549.1	276041	34.0941	14.2883	-0.00351177	-7.00016	12.3209	-7.0241	-12.3689	42.6824	49622.3	
3428.5	1.21155e-06	1434.06	27548.2	276033	34.0967	14.2884	-0.00351178	-7.0002	12.3209	-7.02414	-12.369	42.6826	49630.2	
3429	1.21104e-06	1434.05	27547.3	276024	34.0994	14.2885	-0.00351179	-7.00024	12.321	-7.02417	-12.369	42.6828	49638.2	
3429.5	1.21053e-06	1434.05	27546.5	276016	34.102	14.2885	-0.00351179	-7.00028	12.321	-7.02421	-12.3691	42.6831	49646.1	
3430	1.21003e-06	1434.05	27545.6	276007	34.1047	14.2886	-0.0035118	-7.00032	12.3211	-7.02425	-12.3691	42.6833	49654.1	
3430.5	1.20952e-06	1434.05	27544.8	275999	34.1073	14.2887	-0.00351181	-7.00036	12.3211	-7.02429	-12.3692	42.6835	49662.1	
3431	1.20901e-06	1434.05	27543.9	275990	34.11	14.2888	-0.00351182	-7.0004	12.3212	-7.02433	-12.3692	42.6837	49670	
3431.5	1.2085e-06	1434.05	27543.1	275982	34.1126	14.2889	-0.00351183	-7.00044	12.3212	-7.02437	-12.3693	42.6839	49678	
3432	1.20799e-06	1434.04	27542.2	275973	34.1153	14.289	-0.00351183	-7.00047	12.3213	-7.02441	-12.3694	42.6841	49685.9	
3432.5	1.20748e-06	1434.04	27541.4	275964	34.1179	14.289	-0.00351184	-7.00051	12.3214	-7.02445	-12.3694	42.6844	49693.9	
3433	1.20698e-06	1434.04	27540.5	275956	34.1206	14.2891	-0.00351185	-7.00055	12.3214	-7.02449	-12.3695	42.6846	49701.8	
3433.5	1.20647e-06	1434.04	27539.7	275947	34.1232	14.2892	-0.00351186	-7.00059	12.3215	-7.02453	-12.3695	42.6848	49709.8	
3434	1.20596e-06	1434.04	27538.8	275939	34.1258	14.2893	-0.00351187	-7.00063	12.3215	-7.02457	-12.3696	42.685	49717.8	
3434.5	1.20546e-06	1434.04	27537.9	275930	34.1285	14.2894	-0.00351188	-7.00067	12.3216	-7.02461	-12.3696	42.6852	49725.7	
3435	1.20495e-06	1434.03	27537.1	275922	34.1311	14.2895	-0.00351188	-7.00071	12.3216	-7.02465	-12.3697	42.6854	49733.7	
3435.5	1.20444e-06	1434.03	27536.2	275913	34.1338	14.2895	-0.00351189	-7.00075	12.3217	-7.02469	-12.3697	42.6857	49741.6	
3436	1.20394e-06	1434.03	27535.4	275905	34.1364	14.2896	-0.0035119	-7.00079	12.3217	-7.02473	-12.3698	42.6859	49749.6	
3436.5	1.20343e-06	1434.03	27534.5	275896	34.1391	14.2897	-0.00351191	-7.00083	12.3218	-7.02477	-12.3698	42.6861	49757.5	
3437	1.20293e-06	1434.03	27533.7	275887	34.1417	14.2898	-0.00351192	-7.00087	12.3218	-7.02481	-12.3699	42.6863	49765.5	
3437.5	1.20242e-06	1434.02	27532.8	275879	34.1443	14.2899	-0.00351193	-7.00091	12.3219	-7.02485	-12.3699	42.6865	49773.5	
3438	1.20192e-06	1434.02	27532	275870	34.147	14.29	-0.00351194	-7.00095	12.3219	-7.02489	-12.37	42.6867	49781.4	
3438.5	1.20141e-06	1434.02	27531.1	275862	34.1496	14.2901	-0.00351195	-7.00099	12.322	-7.02493	-12.3701	42.687	49789.4	
3439	1.20091e-06	1434.02	27530.2	275853	34.1523	14.2901	-0.00351196	-7.00103	12.322	-7.02497	-12.3701	42.6872	49797.3	
3439.5	1.2004e-06	1434.02	27529.4	275844	34.1549	14.2902	-0.00351196	-7.00107	12.3221	-7.02501	-12.3702	42.6874	49805.3	
3440	1.1999e-06	1434.02	27528.5	275836	34.1576	14.2903	-0.00351197	-7.00111	12.3222	-7.02505	-12.3702	42.6876	49813.2	
3440.5	1.1994e-06	1434.01	27527.7	275827	34.1602	14.2904	-0.00351198	-7.00115	12.3222	-7.02509	-12.3703	42.6878	49821.2	
3441	1.19889e-06	1434.01	27526.8	275819	34.1628	14.2905	-0.00351199	-7.00118	12.3223	-7.02513	-12.3703	42.688	49829.2	
3441.5	1.19839e-06	1434.01	27526	275810	34.1655	14.2906	-0.003512	-7.00122	12.3223	-7.02517	-12.3704	42.6883	49837.1	
3442	1.19789e-06	1434.01	27525.1	275802	34.1681	14.2906	-0.00351201	-7.00126	12.3224	-7.02521	-12.3704	42.6885	49845.1	
3442.5	1.19738e-06	1434.01	27524.2	275793	34.1708	14.2907	-0.00351202	-7.0013	12.3224	-7.02525	-12.3705	42.6887	49853	
3443	1.19688e-06	1434.01	27523.4	275784	34.1734	14.2908	-0.00351203	-7.00134	12.3225	-7.02529	-12.3705	42.6889	49861	
3443.5	1.19638e-06	1434	27522.5	275776	34.176	14.2909	-0.00351204	-7.00138	12.3225	-7.02533	-12.3706	42.6891	49868.9	
3444	1.19588e-06	1434	27521.7	275767	34.1787	14.291	-0.00351205	-7.00142	12.3226	-7.02537	-12.3706	42.6893	49876.9	
3444.5	1.19538e-06	1434	27520.8	275759	34.1813	14.2911	-0.00351206	-7.00146	12.3226	-7.02541	-12.3707	42.6896	49884.9	
3445	1.19488e-06	1434	27520	275750	34.184	14.2911	-0.00351207	-7.0015	12.3227	-7.02545	-12.3708	42.6898	49892.8	
3445.5	1.19437e-06	1434	27519.1	275741	34.1866	14.2912	-0.00351208	-7.00154	12.3227	-7.02549	-12.3708	42.69	49900.8	
3446	1.19388e-06	1434	27518.2	275733	34.1892	14.2913	-0.00351209	-7.00158	12.3228	-7.02553	-12.3709	42.6902	49908.7	
3446.5	1.19337e-06	1433.99	27517.4	275724	34.1919	14.2914	-0.0035121	-7.00162	12.3228	-7.02557	-12.3709	42.6904	49916.7	
3447	1.19288e-06	1433.99	27516.5	275716	34.1945	14.2915	-0.00351211	-7.00166	12.3229	-7.02561	-12.371	42.6906	49924.7	
3447.5	1.19237e-06	1433.99	27515.7	275707	34.1972	14.2916	-0.00351212	-7.0017	12.323	-7.02565	-12.371	42.6909	49932.6	
3448	1.19188e-06	1433.99	27514.8	275698	34.1998	14.2917	-0.00351213	-7.00174	12.323	-7.02569	-12.3711	42.6911	49940.6	
3448.5	1.19137e-06	1433.99	27513.9	275690	34.2024	14.2917	-0.00351214	-7.00178	12.3231	-7.02573	-12.3711	42.6913	49948.5	
3449	1.19088e-06	1433.99	27513.1	275681	34.2051	14.2918	-0.00351215	-7.00182	12.3231	-7.02577	-12.3712	42.6915	49956.5	
3449.5	1.19038e-06	1433.98	27512.2	275672	34.2077	14.2919	-0.00351216	-7.00186	12.3232	-7.02581	-12.3712	42.6917	49964.4	
3450	1.18988e-06	1433.98	27511.4	275664	34.2104	14.292	-0.00351217	-7.0019	12.3232	-7.02585	-12.3713	42.6919	49972.4	
3450.5	1.18938e-06	1433.98	27510.5	275655	34.213	14.2921	-0.00351218	-7.00194	12.3233	-7.02589	-12.3714	42.6922	49980.4	
3451	1.18888e-06	1433.98	27509.6	275647	34.2156	14.2922	-0.00351219	-7.00197	12.3233	-7.02593	-12.3714	42.6924	49988.3	
3451.5	1.18838e-06	1433.98	27508.8	275638	34.2183	14.2922	-0.0035122	-7.00201	12.3234	-7.02597	-12.3715	42.6926	49996.3	
3452	1.18789e-06	1433.98	27507.9	275629	34.2209	14.2923	-0.00351221	-7.00205	12.3234	-7.02601	-12.3715	42.6928	50004.2	
3452.5	1.18739e-06	1433.97	27507.1	275621	34.2235	14.2924	-0.00351222	-7.00209	12.3235	-7.02605	-12.3716	42.693	50012.2	
3453	1.18689e-06	1433.97	27506.2	275612	34.2262	14.2925	-0.00351223	-7.00213	12.3235	-7.02609	-12.3716	42.6932	50020.2	
3453.5	1.1864e-06	1433.97	27505.3	275604	34.2288	14.2926	-0.00351224	-7.00217	12.3236	-7.02613	-12.3717	42.6935	50028.1	
3454	1.1859e-06	1433.97	27504.5	275595	34.2314	14.2927	-0.00351225	-7.00221	12.3237	-7.02617	-12.3717	42.6937	50036.1	
3454.5	1.1854e-06	1433.97	27503.6	275586	34.2341	14.2928	-0.00351226	-7.00225	12.3237	-7.02621	-12.3718	42.6939	50044	
3455	1.18491e-06	1433.96	27502.8	275578	34.2367	14.2928	-0.00351227	-7.00229	12.3238	-7.02625	-12.3718	42.6941	50052	
3455.5	1.18441e-06	1433.96	27501.9	275569	34.2394	14.2929	-0.00351228	-7.00233	12.3238	-7.02629	-12.3719	42.6943	50060	
3456	1.18392e-06	1433.96	27501	275560	34.242	14.293	-0.0035123	-7.00237	12.3239	-7.02633	-12.3719	42.6946	50067.9	
3456.5	1.18342e-06	1433.96	27500.2	275552	34.2446	14.2931	-0.00351231	-7.00241	12.3239	-7.02637	-12.372	42.6948	50075.9	
3457	1.18293e-06	1433.96	27499.3	275543	34.2473	14.2932	-0.00351232	-7.00245	12.324	-7.0264	-12.3721	42.695	50083.8	
3457.5	1.18243e-06	1433.96	27498.5	275535	34.2499	14.2933	-0.00351233	-7.00249	12.324	-7.02644	-12.3721	42.6952	50091.8	
3458	1.18194e-06	1433.95	27497.6	275526	34.2525	14.2933	-0.00351234	-7.00253	12.3241	-7.02648	-12.3722	42.6954	50099.8	
3458.5	1.18144e-06	1433.95	27496.7	275517	34.2552	14.2934	-0.00351235	-7.00257	12.3241	-7.02652	-12.3722	42.6956	50107.7	
3459	1.18095e-06	1433.95	27495.9	275509	34.2578	14.2935	-0.00351236	-7.00261	12.3242	-7.02656	-12.3723	42.6959	50115.7	
3459.5	1.18046e-06	1433.95	27495	275500	34.2604	14.2936	-0.00351237	-7.00265	12.3242	-7.0266	-12.3723	42.6961	50123.6	
3460	1.17996e-06	1433.95	27494.1	275491	34.2631	14.2937	-0.00351238	-7.00269	12.3243	-7.02664	-12.3724	42.6963	50131.6	
3460.5	1.17947e-06	1433.95	27493.3	275483	34.2657	14.2938	-0.0035124	-7.00273	12.3243	-7.02668	-12.3724	42.6965	50139.6	
3461	1.17898e-06	1433.94	27492.4	275474	34.2683	14.2939	-0.00351241	-7.00277	12.3244	-7.02672	-12.3725	42.6967	50147.5	
3461.5	1.17848e-06	1433.94	27491.6	275465	34.271	14.2939	-0.00351242	-7.00281	12.3245	-7.02676	-12.3725	42.6969	50155.5	
3462	1.17799e-06	1433.94	27490.7	275457	34.2736	14.294	-0.00351243	-7.00285	12.3245	-7.0268	-12.3726	42.6972	50163.5	
3462.5	1.1775e-06	1433.94	27489.8	275448	34.2762	14.2941	-0.00351244	-7.00289	12.3246	-7.02684	-12.3726	42.6974	50171.4	
3463	1.17701e-06	1433.94	27489	275439	34.2789	14.2942	-0.00351245	-7.00292	12.3246	-7.02688	-12.3727	42.6976	50179.4	
3463.5	1.17652e-06	1433.94	27488.1	275431	34.2815	14.2943	-0.00351246	-7.00296	12.3247	-7.02692	-12.3728	42.6978	50187.3	
3464	1.17603e-06	1433.93	27487.2	275422	34.2841	14.2944	-0.00351248	-7.003	12.3247	-7.02696	-12.3728	42.698	50195.3	
3464.5	1.17553e-06	1433.93	27486.4	275414	34.2868	14.2944	-0.00351249	-7.00304	12.3248	-7.027	-12.3729	42.6983	50203.3	
3465	1.17504e-06	1433.93	27485.5	275405	34.2894	14.2945	-0.0035125	-7.00308	12.3248	-7.02704	-12.3729	42.6985	50211.2	
3465.5	1.17455e-06	1433.93	27484.7	275396	34.292	14.2946	-0.00351251	-7.00312	12.3249	-7.02708	-12.373	42.6987	50219.2	
3466	1.17406e-06	1433.93	27483.8	275388	34.2947	14.2947	-0.00351252	-7.00316	12.3249	-7.02712	-12.373	42.6989	50227.1	
3466.5	1.17357e-06	1433.93	27482.9	275379	34.2973	14.2948	-0.00351254	-7.0032	12.325	-7.02716	-12.3731	42.6991	50235.1	
3467	1.17308e-06	1433.92	27482.1	275370	34.2999	14.2949	-0.00351255	-7.00324	12.325	-7.0272	-12.3731	42.6993	50243.1	
3467.5	1.17259e-06	1433.92	27481.2	275362	34.3025	14.295	-0.00351256	-7.00328	12.3251	-7.02724	-12.3732	42.6996	50251	
3468	1.17211e-06	1433.92	27480.3	275353	34.3052	14.295	-0.00351257	-7.00332	12.3252	-7.02728	-12.3732	42.6998	50259	
3468.5	1.17162e-06	1433.92	27479.5	275344	34.3078	14.2951	-0.00351258	-7.00336	12.3252	-7.02732	-12.3733	42.7	50267	
3469	1.17113e-06	1433.92	27478.6	275336	34.3104	14.2952	-0.0035126	-7.0034	12.3253	-7.02736	-12.3734	42.7002	50274.9	
3469.5	1.17064e-06	1433.92	27477.8	275327	34.3131	14.2953	-0.00351261	-7.00344	12.3253	-7.0274	-12.3734	42.7004	50282.9	
3470	1.17015e-06	1433.91	27476.9	275318	34.3157	14.2954	-0.00351262	-7.00348	12.3254	-7.02744	-12.3735	42.7006	50290.8	
3470.5	1.16966e-06	1433.91	27476	275310	34.3183	14.2955	-0.00351263	-7.00352	12.3254	-7.02748	-12.3735	42.7009	50298.8	
3471	1.16918e-06	1433.91	27475.2	275301	34.321	14.2955	-0.00351265	-7.00356	12.3255	-7.02752	-12.3736	42.7011	50306.8	
3471.5	1.16869e-06	1433.91	27474.3	275293	34.3236	14.2956	-0.00351266	-7.0036	12.3255	-7.02756	-12.3736	42.7013	50314.7	
3472	1.1682e-06	1433.91	27473.4	275284	34.3262	14.2957	-0.00351267	-7.00364	12.3256	-7.0276	-12.3737	42.7015	50322.7	
3472.5	1.16771e-06	1433.91	27472.6	275275	34.3288	14.2958	-0.00351268	-7.00368	12.3256	-7.02764	-12.3737	42.7017	50330.7	
3473	1.16723e-06	1433.9	27471.7	275267	34.3315	14.2959	-0.0035127	-7.00372	12.3257	-7.02768	-12.3738	42.702	50338.6	
3473.5	1.16674e-06	1433.9	27470.8	275258	34.3341	14.296	-0.00351271	-7.00376	12.3257	-7.02772	-12.3738	42.7022	50346.6	
3474	1.16626e-06	1433.9	27470	275249	34.3367	14.2961	-0.00351272	-7.0038	12.3258	-7.02776	-12.3739	42.7024	50354.5	
3474.5	1.16577e-06	1433.9	27469.1	275241	34.3394	14.2961	-0.00351273	-7.00384	12.3258	-7.0278	-12.3739	42.7026	50362.5	
3475	1.16528e-06	1433.9	27468.3	275232	34.342	14.2962	-0.00351275	-7.00388	12.3259	-7.02784	-12.374	42.7028	50370.5	
3475.5	1.1648e-06	1433.9	27467.4	275223	34.3446	14.2963	-0.00351276	-7.00392	12.326	-7.02788	-12.3741	42.703	50378.4	
3476	1.16431e-06	1433.89	27466.5	275215	34.3472	14.2964	-0.00351277	-7.00396	12.326	-7.02792	-12.3741	42.7033	50386.4	
3476.5	1.16383e-06	1433.89	27465.7	275206	34.3499	14.2965	-0.00351279	-7.004	12.3261	-7.02796	-12.3742	42.7035	50394.4	
3477	1.16334e-06	1433.89	27464.8	275197	34.3525	14.2966	-0.0035128	-7.00404	12.3261	-7.028	-12.3742	42.7037	50402.3	
3477.5	1.16286e-06	1433.89	27463.9	275189	34.3551	14.2966	-0.00351281	-7.00408	12.3262	-7.02804	-12.3743	42.7039	50410.3	
3478	1.16238e-06	1433.89	27463.1	275180	34.3577	14.2967	-0.00351282	-7.00412	12.3262	-7.02808	-12.3743	42.7041	50418.3	
3478.5	1.16189e-06	1433.89	27462.2	275171	34.3604	14.2968	-0.00351284	-7.00415	12.3263	-7.02812	-12.3744	42.7044	50426.2	
3479	1.16141e-06	1433.88	27461.4	275163	34.363	14.2969	-0.00351285	-7.00419	12.3263	-7.02816	-12.3744	42.7046	50434.2	
3479.5	1.16092e-06	1433.88	27460.5	275154	34.3656	14.297	-0.00351286	-7.00423	12.3264	-7.0282	-12.3745	42.7048	50442.1	
3480	1.16044e-06	1433.88	27459.6	275145	34.3682	14.2971	-0.00351288	-7.00427	12.3264	-7.02824	-12.3745	42.705	50450.1	
3480.5	1.15996e-06	1433.88	27458.8	275137	34.3709	14.2972	-0.00351289	-7.00431	12.3265	-7.02828	-12.3746	42.7052	50458.1	
3481	1.15948e-06	1433.88	27457.9	275128	34.3735	14.2972	-0.0035129	-7.00435	12.3265	-7.02832	-12.3747	42.7054	50466	
3481.5	1.15899e-06	1433.88	27457	275119	34.3761	14.2973	-0.00351292	-7.00439	12.3266	-7.02836	-12.3747	42.7057	50474	
3482	1.15851e-06	1433.87	27456.2	275111	34.3787	14.2974	-0.00351293	-7.00443	12.3267	-7.0284	-12.3748	42.7059	50482	
3482.5	1.15803e-06	1433.87	27455.3	275102	34.3814	14.2975	-0.00351295	-7.00447	12.3267	-7.02844	-12.3748	42.7061	50489.9	
3483	1.15755e-06	1433.87	27454.4	275094	34.384	14.2976	-0.00351296	-7.00451	12.3268	-7.02848	-12.3749	42.7063	50497.9	
3483.5	1.15707e-06	1433.87	27453.6	275085	34.3866	14.2977	-0.00351297	-7.00455	12.3268	-7.02852	-12.3749	42.7065	50505.9	
3484	1.15659e-06	1433.87	27452.7	275076	34.3892	14.2977	-0.00351299	-7.00459	12.3269	-7.02857	-12.375	42.7068	50513.8	
3484.5	1.15611e-06	1433.87	27451.9	275068	34.3919	14.2978	-0.003513	-7.00463	12.3269	-7.02861	-12.375	42.707	50521.8	
3485	1.15563e-06	1433.86	27451	275059	34.3945	14.2979	-0.00351301	-7.00467	12.327	-7.02865	-12.3751	42.7072	50529.8	
3485.5	1.15514e-06	1433.86	27450.1	275050	34.3971	14.298	-0.00351303	-7.00471	12.327	-7.02869	-12.3751	42.7074	50537.7	
3486	1.15467e-06	1433.86	27449.3	275042	34.3997	14.2981	-0.00351304	-7.00475	12.3271	-7.02873	-12.3752	42.7076	50545.7	
3486.5	1.15419e-06	1433.86	27448.4	275033	34.4024	14.2982	-0.00351306	-7.00479	12.3271	-7.02877	-12.3753	42.7078	50553.7	
3487	1.15371e-06	1433.86	27447.5	275024	34.405	14.2983	-0.00351307	-7.00483	12.3272	-7.02881	-12.3753	42.7081	50561.6	
3487.5	1.15323e-06	1433.86	27446.7	275016	34.4076	14.2983	-0.00351309	-7.00487	12.3272	-7.02885	-12.3754	42.7083	50569.6	
3488	1.15275e-06	1433.85	27445.8	275007	34.4102	14.2984	-0.0035131	-7.00491	12.3273	-7.02889	-12.3754	42.7085	50577.6	
3488.5	1.15227e-06	1433.85	27444.9	274998	34.4128	14.2985	-0.00351311	-7.00495	12.3274	-7.02893	-12.3755	42.7087	50585.5	
3489	1.15179e-06	1433.85	27444.1	274990	34.4155	14.2986	-0.00351313	-7.00499	12.3274	-7.02897	-12.3755	42.7089	50593.5	
3489.5	1.15131e-06	1433.85	27443.2	274981	34.4181	14.2987	-0.00351314	-7.00503	12.3275	-7.02901	-12.3756	42.7092	50601.4	
3490	1.15084e-06	1433.85	27442.4	274972	34.4207	14.2988	-0.00351316	-7.00507	12.3275	-7.02905	-12.3756	42.7094	50609.4	
3490.5	1.15036e-06	1433.85	27441.5	274964	34.4233	14.2989	-0.00351317	-7.00511	12.3276	-7.02909	-12.3757	42.7096	50617.4	
3491	1.14988e-06	1433.84	27440.6	274955	34.426	14.2989	-0.00351319	-7.00515	12.3276	-7.02913	-12.3757	42.7098	50625.3	
3491.5	1.1494e-06	1433.84	27439.8	274946	34.4286	14.299	-0.0035132	-7.00519	12.3277	-7.02917	-12.3758	42.71	50633.3	
3492	1.14893e-06	1433.84	27438.9	274938	34.4312	14.2991	-0.00351322	-7.00523	12.3277	-7.02921	-12.3758	42.7103	50641.3	
3492.5	1.14845e-06	1433.84	27438	274929	34.4338	14.2992	-0.00351323	-7.00527	12.3278	-7.02925	-12.3759	42.7105	50649.2	
3493	1.14797e-06	1433.84	27437.2	274921	34.4364	14.2993	-0.00351325	-7.00531	12.3278	-7.02929	-12.376	42.7107	50657.2	
3493.5	1.1475e-06	1433.84	27436.3	274912	34.4391	14.2994	-0.00351326	-7.00535	12.3279	-7.02933	-12.376	42.7109	50665.2	
3494	1.14702e-06	1433.83	27435.5	274903	34.4417	14.2994	-0.00351328	-7.00539	12.3279	-7.02937	-12.3761	42.7111	50673.1	
3494.5	1.14654e-06	1433.83	27434.6	274895	34.4443	14.2995	-0.00351329	-7.00543	12.328	-7.02941	-12.3761	42.7113	50681.1	
3495	1.14607e-06	1433.83	27433.7	274886	34.4469	14.2996	-0.00351331	-7.00547	12.3281	-7.02945	-12.3762	42.7116	50689.1	
3495.5	1.14559e-06	1433.83	27432.9	274877	34.4495	14.2997	-0.00351332	-7.00551	12.3281	-7.02949	-12.3762	42.7118	50697	
3496	1.14512e-06	1433.83	27432	274869	34.4522	14.2998	-0.00351334	-7.00555	12.3282	-7.02953	-12.3763	42.712	50705	
3496.5	1.14464e-06	1433.83	27431.1	274860	34.4548	14.2999	-0.00351335	-7.00559	12.3282	-7.02957	-12.3763	42.7122	50713	
3497	1.14417e-06	1433.82	27430.3	274851	34.4574	14.3	-0.00351337	-7.00563	12.3283	-7.02961	-12.3764	42.7124	50720.9	
3497.5	1.1437e-06	1433.82	27429.4	274843	34.46	14.3	-0.00351338	-7.00567	12.3283	-7.02965	-12.3764	42.7127	50728.9	
3498	1.14322e-06	1433.82	27428.6	274834	34.4626	14.3001	-0.0035134	-7.00571	12.3284	-7.02969	-12.3765	42.7129	50736.9	
3498.5	1.14275e-06	1433.82	27427.7	274825	34.4652	14.3002	-0.00351341	-7.00575	12.3284	-7.02973	-12.3766	42.7131	50744.8	
3499	1.14228e-06	1433.82	27426.8	274817	34.4679	14.3003	-0.00351343	-7.00579	12.3285	-7.02977	-12.3766	42.7133	50752.8	
3499.5	1.1418e-06	1433.82	27426	274808	34.4705	14.3004	-0.00351344	-7.00583	12.3285	-7.02981	-12.3767	42.7135	50760.8	
3500	1.14133e-06	1433.81	27425.1	274800	34.4731	14.3005	-0.00351346	-7.00587	12.3286	-7.02985	-12.3767	42.7138	50768.8	
3500.5	1.14086e-06	1433.81	27424.2	274791	34.4757	14.3006	-0.00351348	-7.00591	12.3286	-7.02989	-12.3768	42.714	50776.7	
3501	1.14039e-06	1433.81	27423.4	274782	34.4783	14.3006	-0.00351349	-7.00595	12.3287	-7.02993	-12.3768	42.7142	50784.7	
3501.5	1.13991e-06	1433.81	27422.5	274774	34.4809	14.3007	-0.00351351	-7.00599	12.3288	-7.02997	-12.3769	42.7144	50792.7	
3502	1.13943e-06	1433.81	27421.7	274765	34.4836	14.3008	-0.00351352	-7.00603	12.3288	-7.03001	-12.3769	42.7146	50800.6	
3502.5	1.13895e-06	1433.81	27420.8	274756	34.4862	14.3009	-0.00351354	-7.00607	12.3289	-7.03005	-12.377	42.7149	50808.6	
3503	1.13849e-06	1433.8	27419.9	274748	34.4888	14.301	-0.00351355	-7.00611	12.3289	-7.03009	-12.377	42.7151	50816.6	
3503.5	1.13801e-06	1433.8	27419.1	274739	34.4914	14.3011	-0.00351357	-7.00615	12.329	-7.03013	-12.3771	42.7153	50824.5	
3504	1.13754e-06	1433.8	27418.2	274731	34.494	14.3011	-0.00351359	-7.00619	12.329	-7.03017	-12.3772	42.7155	50832.5	
3504.5	1.13707e-06	1433.8	27417.4	274722	34.4966	14.3012	-0.0035136	-7.00623	12.3291	-7.03021	-12.3772	42.7157	50840.5	
3505	1.1366e-06	1433.8	27416.5	274713	34.4993	14.3013	-0.00351362	-7.00626	12.3291	-7.03025	-12.3773	42.7159	50848.4	
3505.5	1.13613e-06	1433.8	27415.6	274705	34.5019	14.3014	-0.00351364	-7.0063	12.3292	-7.03029	-12.3773	42.7162	50856.4	
3506	1.13566e-06	1433.8	27414.8	274696	34.5045	14.3015	-0.00351365	-7.00634	12.3292	-7.03033	-12.3774	42.7164	50864.4	
3506.5	1.13519e-06	1433.79	27413.9	274687	34.5071	14.3016	-0.00351367	-7.00638	12.3293	-7.03037	-12.3774	42.7166	50872.3	
3507	1.13472e-06	1433.79	27413	274679	34.5097	14.3017	-0.00351369	-7.00642	12.3294	-7.03041	-12.3775	42.7168	50880.3	
3507.5	1.13425e-06	1433.79	27412.2	274670	34.5123	14.3017	-0.0035137	-7.00646	12.3294	-7.03045	-12.3775	42.717	50888.3	
3508	1.13379e-06	1433.79	27411.3	274662	34.5149	14.3018	-0.00351372	-7.0065	12.3295	-7.03049	-12.3776	42.7173	50896.2	
3508.5	1.13332e-06	1433.79	27410.5	274653	34.5176	14.3019	-0.00351374	-7.00654	12.3295	-7.03053	-12.3776	42.7175	50904.2	
3509	1.13285e-06	1433.79	27409.6	274644	34.5202	14.302	-0.00351375	-7.00658	12.3296	-7.03057	-12.3777	42.7177	50912.2	
3509.5	1.13238e-06	1433.78	27408.7	274636	34.5228	14.3021	-0.00351377	-7.00662	12.3296	-7.03061	-12.3778	42.7179	50920.1	
3510	1.13191e-06	1433.78	27407.9	274627	34.5254	14.3022	-0.00351379	-7.00666	12.3297	-7.03065	-12.3778	42.7181	50928.1	
3510.5	1.13144e-06	1433.78	27407	274618	34.528	14.3023	-0.0035138	-7.0067	12.3297	-7.03069	-12.3779	42.7184	50936.1	
3511	1.13098e-06	1433.78	27406.2	274610	34.5306	14.3023	-0.00351382	-7.00674	12.3298	-7.03073	-12.3779	42.7186	50944.1	
3511.5	1.13051e-06	1433.78	27405.3	274601	34.5332	14.3024	-0.00351384	-7.00678	12.3298	-7.03077	-12.378	42.7188	50952	
3512	1.13005e-06	1433.78	27404.4	274593	34.5358	14.3025	-0.00351386	-7.00682	12.3299	-7.03082	-12.378	42.719	50960	
3512.5	1.12958e-06	1433.77	27403.6	274584	34.5385	14.3026	-0.00351387	-7.00686	12.3299	-7.03086	-12.3781	42.7192	50968	
3513	1.12911e-06	1433.77	27402.7	274575	34.5411	14.3027	-0.00351389	-7.0069	12.33	-7.0309	-12.3781	42.7195	50975.9	
3513.5	1.12864e-06	1433.77	27401.9	274567	34.5437	14.3028	-0.00351391	-7.00694	12.3301	-7.03094	-12.3782	42.7197	50983.9	
3514	1.12818e-06	1433.77	27401	274558	34.5463	14.3029	-0.00351393	-7.00698	12.3301	-7.03098	-12.3782	42.7199	50991.9	
3514.5	1.12771e-06	1433.77	27400.1	274549	34.5489	14.3029	-0.00351394	-7.00702	12.3302	-7.03102	-12.3783	42.7201	50999.8	
