t	DToutletrel	Toutlet	PhiFreeSurf	Ithermique	Phi0	IElecSR	IElecSI	IElecTR	IElecTI	IElecRR	IElecRI	ITotal	PElec	
0.5	0.135762	1473.15	1810.5	18141.2	1.5537	13.7905	-0.00401455	-6.76465	12.0218	-6.78527	-12.0652	41.4254	66.002	
1	1.17874e-07	1473.15	4346.21	43549	1.26224	13.7907	-0.00401371	-6.76475	12.0219	-6.78537	-12.0653	41.4259	72.0013	
1.5	6.92428e-07	1473.15	6719.8	67332.4	1.31835	13.7909	-0.00401289	-6.76485	12.022	-6.78547	-12.0654	41.4263	78.0024	
2	1.12199e-06	1473.14	8982.73	90006.9	1.37219	13.7911	-0.00401222	-6.76495	12.022	-6.78558	-12.0655	41.4268	84.0036	
2.5	1.45996e-06	1473.14	11143.7	111660	1.42399	13.7913	-0.00401166	-6.76506	12.0221	-6.78568	-12.0656	41.4272	90.0051	
3	1.73106e-06	1473.14	13207.2	132336	1.47397	13.7915	-0.00401117	-6.76516	12.0222	-6.78579	-12.0657	41.4277	96.0069	
3.5	1.9529e-06	1473.14	15178.7	152090	1.52231	13.7917	-0.00401075	-6.76526	12.0223	-6.78589	-12.0658	41.4281	102.009	
4	2.13819e-06	1473.13	17063.5	170976	1.56917	13.7919	-0.00401036	-6.76537	12.0224	-6.786	-12.0659	41.4286	108.011	
4.5	2.29612e-06	1473.13	18866.7	189045	1.61466	13.7921	-0.00401	-6.76547	12.0225	-6.78611	-12.0659	41.4291	114.014	
5	2.43343e-06	1473.13	20593.2	206344	1.65891	13.7923	-0.00400967	-6.76558	12.0225	-6.78621	-12.066	41.4295	120.017	
5.5	2.55502e-06	1473.12	22247.4	222919	1.70202	13.7925	-0.00400936	-6.76568	12.0226	-6.78632	-12.0661	41.43	126.02	
6	2.6644e-06	1473.12	23833.5	238811	1.74405	13.7927	-0.00400907	-6.76578	12.0227	-6.78642	-12.0662	41.4305	132.023	
6.5	2.76428e-06	1473.12	25355	254057	1.7851	13.793	-0.0040088	-6.76589	12.0228	-6.78653	-12.0663	41.4309	138.027	
7	2.85663e-06	1473.11	26815.4	268690	1.82523	13.7932	-0.00400854	-6.76599	12.0229	-6.78664	-12.0664	41.4314	144.031	
7.5	2.94287e-06	1473.11	28217.9	282744	1.86449	13.7934	-0.0040083	-6.7661	12.023	-6.78674	-12.0665	41.4319	150.035	
8	3.02403e-06	1473.1	29565.6	296247	1.90295	13.7936	-0.00400807	-6.7662	12.0231	-6.78685	-12.0666	41.4323	156.04	
8.5	3.10111e-06	1473.1	30861	309227	1.94064	13.7938	-0.00400784	-6.7663	12.0231	-6.78695	-12.0666	41.4328	162.045	
9	3.17465e-06	1473.09	32106.8	321710	1.97762	13.794	-0.00400763	-6.76641	12.0232	-6.78705	-12.0667	41.4332	168.05	
9.5	3.24494e-06	1473.09	33305.2	333718	2.01392	13.7942	-0.00400742	-6.76651	12.0233	-6.78716	-12.0668	41.4337	174.055	
10	3.31229e-06	1473.08	34458.5	345274	2.04958	13.7944	-0.00400722	-6.76661	12.0234	-6.78726	-12.0669	41.4342	180.061	
10.5	3.37764e-06	1473.08	35568.4	356395	2.08462	13.7946	-0.00400703	-6.76671	12.0235	-6.78736	-12.067	41.4346	186.067	
11	3.44085e-06	1473.07	36636.7	367100	2.11909	13.7948	-0.00400683	-6.76682	12.0236	-6.78747	-12.0671	41.4351	192.073	
11.5	3.50205e-06	1473.07	37665.3	377407	2.15301	13.795	-0.00400664	-6.76692	12.0236	-6.78757	-12.0672	41.4355	198.08	
12	3.56134e-06	1473.06	38656.2	387336	2.18641	13.7952	-0.00400646	-6.76702	12.0237	-6.78767	-12.0672	41.436	204.086	
12.5	3.61915e-06	1473.06	39611.1	396903	2.2193	13.7954	-0.00400629	-6.76712	12.0238	-6.78777	-12.0673	41.4364	210.094	
13	3.67554e-06	1473.05	40531.4	406125	2.25171	13.7957	-0.00400611	-6.76722	12.0239	-6.78787	-12.0674	41.4369	216.101	
13.5	3.73058e-06	1473.05	41418.6	415015	2.28367	13.7959	-0.00400595	-6.76732	12.024	-6.78797	-12.0675	41.4373	222.109	
14	3.78381e-06	1473.04	42274	423585	2.31518	13.7961	-0.00400579	-6.76742	12.024	-6.78807	-12.0676	41.4378	228.117	
14.5	3.83592e-06	1473.04	43098.5	431847	2.34627	13.7963	-0.00400562	-6.76752	12.0241	-6.78817	-12.0676	41.4382	234.125	
15	3.88668e-06	1473.03	43893.3	439811	2.37696	13.7965	-0.00400547	-6.76762	12.0242	-6.78827	-12.0677	41.4386	240.134	
15.5	3.93603e-06	1473.02	44659.6	447490	2.40725	13.7967	-0.00400531	-6.76772	12.0243	-6.78837	-12.0678	41.4391	246.143	
16	3.98452e-06	1473.02	45398.9	454897	2.43717	13.7969	-0.00400515	-6.76782	12.0244	-6.78847	-12.0679	41.4395	252.153	
16.5	4.03166e-06	1473.01	46112.4	462046	2.46673	13.7971	-0.00400499	-6.76792	12.0245	-6.78857	-12.068	41.44	258.162	
17	4.07712e-06	1473.01	46801	468946	2.49594	13.7973	-0.00400484	-6.76802	12.0245	-6.78867	-12.0681	41.4404	264.172	
17.5	4.12194e-06	1473	47465.4	475603	2.52481	13.7975	-0.00400468	-6.76811	12.0246	-6.78877	-12.0681	41.4408	270.183	
18	4.16611e-06	1472.99	48106.2	482024	2.55336	13.7977	-0.00400452	-6.76821	12.0247	-6.78887	-12.0682	41.4413	276.193	
18.5	4.20893e-06	1472.99	48724	488215	2.58159	13.7979	-0.00400437	-6.76831	12.0248	-6.78896	-12.0683	41.4417	282.205	
19	4.25058e-06	1472.98	49320	494187	2.60952	13.7981	-0.00400421	-6.76841	12.0249	-6.78906	-12.0684	41.4421	288.216	
19.5	4.29179e-06	1472.98	49895.3	499951	2.63716	13.7982	-0.00400406	-6.7685	12.0249	-6.78916	-12.0684	41.4426	294.228	
20	4.33216e-06	1472.97	50450.7	505516	2.6645	13.7984	-0.0040039	-6.7686	12.025	-6.78925	-12.0685	41.443	300.24	
20.5	4.37161e-06	1472.96	50986.5	510885	2.69157	13.7986	-0.00400374	-6.7687	12.0251	-6.78935	-12.0686	41.4434	306.252	
21	4.40967e-06	1472.96	51503.3	516063	2.71838	13.7988	-0.00400358	-6.76879	12.0252	-6.78945	-12.0687	41.4438	312.265	
21.5	4.44734e-06	1472.95	52001.4	521054	2.74492	13.799	-0.00400341	-6.76889	12.0252	-6.78954	-12.0688	41.4443	318.278	
22	4.48443e-06	1472.94	52481.6	525865	2.77121	13.7992	-0.00400325	-6.76898	12.0253	-6.78964	-12.0688	41.4447	324.292	
22.5	4.52084e-06	1472.94	52944.9	530508	2.79725	13.7994	-0.0040031	-6.76908	12.0254	-6.78973	-12.0689	41.4451	330.306	
23	4.5564e-06	1472.93	53392.5	534992	2.82305	13.7996	-0.00400294	-6.76917	12.0255	-6.78983	-12.069	41.4455	336.32	
23.5	4.59119e-06	1472.92	53824.5	539322	2.84862	13.7998	-0.00400278	-6.76927	12.0256	-6.78992	-12.0691	41.446	342.334	
24	4.62554e-06	1472.92	54241.2	543497	2.87397	13.8	-0.00400262	-6.76936	12.0256	-6.79002	-12.0692	41.4464	348.349	
24.5	4.65929e-06	1472.91	54643.1	547524	2.89909	13.8002	-0.00400246	-6.76946	12.0257	-6.79011	-12.0692	41.4468	354.365	
25	4.69198e-06	1472.9	55031.4	551415	2.924	13.8004	-0.0040023	-6.76955	12.0258	-6.79021	-12.0693	41.4472	360.38	
25.5	4.72427e-06	1472.89	55407.2	555180	2.9487	13.8006	-0.00400214	-6.76964	12.0259	-6.7903	-12.0694	41.4476	366.397	
26	4.75571e-06	1472.89	55771	558825	2.9732	13.8007	-0.00400198	-6.76974	12.0259	-6.79039	-12.0695	41.4481	372.413	
26.5	4.78658e-06	1472.88	56122.9	562351	2.99749	13.8009	-0.00400182	-6.76983	12.026	-6.79049	-12.0695	41.4485	378.43	
27	4.81694e-06	1472.87	56462.9	565758	3.02159	13.8011	-0.00400165	-6.76992	12.0261	-6.79058	-12.0696	41.4489	384.447	
27.5	4.84659e-06	1472.87	56791.2	569048	3.04551	13.8013	-0.00400149	-6.77002	12.0262	-6.79067	-12.0697	41.4493	390.465	
28	4.87555e-06	1472.86	57108.3	572225	3.06923	13.8015	-0.00400133	-6.77011	12.0263	-6.79077	-12.0698	41.4497	396.482	
28.5	4.9041e-06	1472.85	57414.3	575292	3.09278	13.8017	-0.00400117	-6.7702	12.0263	-6.79086	-12.0698	41.4501	402.501	
29	4.93211e-06	1472.85	57709.7	578251	3.11615	13.8019	-0.004001	-6.7703	12.0264	-6.79095	-12.0699	41.4505	408.52	
29.5	4.95924e-06	1472.84	57994.7	581107	3.13935	13.8021	-0.00400083	-6.77039	12.0265	-6.79104	-12.07	41.451	414.539	
30	4.98604e-06	1472.83	58269.6	583862	3.16237	13.8023	-0.00400067	-6.77048	12.0266	-6.79114	-12.0701	41.4514	420.558	
30.5	5.01259e-06	1472.82	58535.1	586522	3.18523	13.8024	-0.0040005	-6.77057	12.0266	-6.79123	-12.0702	41.4518	426.578	
31	5.03888e-06	1472.82	58791.8	589094	3.20793	13.8026	-0.00400033	-6.77066	12.0267	-6.79132	-12.0702	41.4522	432.598	
31.5	5.06489e-06	1472.81	59039.8	591579	3.23048	13.8028	-0.00400016	-6.77075	12.0268	-6.79141	-12.0703	41.4526	438.619	
32	5.08993e-06	1472.8	59279.3	593979	3.25286	13.803	-0.00399999	-6.77085	12.0269	-6.7915	-12.0704	41.453	444.64	
32.5	5.1146e-06	1472.79	59510.6	596296	3.2751	13.8032	-0.00399981	-6.77094	12.0269	-6.7916	-12.0705	41.4534	450.661	
33	5.13893e-06	1472.79	59733.9	598534	3.29718	13.8034	-0.00399964	-6.77103	12.027	-6.79169	-12.0705	41.4538	456.683	
33.5	5.1628e-06	1472.78	59949.5	600694	3.31912	13.8036	-0.00399946	-6.77112	12.0271	-6.79178	-12.0706	41.4542	462.705	
34	5.18625e-06	1472.77	60157.6	602779	3.34092	13.8037	-0.00399928	-6.77121	12.0272	-6.79187	-12.0707	41.4546	468.728	
34.5	5.20892e-06	1472.76	60358.5	604792	3.36257	13.8039	-0.00399911	-6.7713	12.0273	-6.79196	-12.0708	41.455	474.751	
35	5.23148e-06	1472.75	60552.4	606735	3.38409	13.8041	-0.00399893	-6.77139	12.0273	-6.79205	-12.0708	41.4555	480.774	
35.5	5.25386e-06	1472.75	60739.6	608610	3.40548	13.8043	-0.00399875	-6.77148	12.0274	-6.79214	-12.0709	41.4559	486.798	
36	5.27589e-06	1472.74	60920.2	610420	3.42673	13.8045	-0.00399858	-6.77157	12.0275	-6.79223	-12.071	41.4563	492.822	
36.5	5.29752e-06	1472.73	61094.4	612166	3.44785	13.8047	-0.0039984	-6.77166	12.0276	-6.79232	-12.0711	41.4567	498.847	
37	5.31884e-06	1472.72	61262.4	613850	3.46884	13.8048	-0.00399822	-6.77175	12.0276	-6.79241	-12.0712	41.4571	504.872	
37.5	5.33985e-06	1472.72	61424.5	615474	3.48971	13.805	-0.00399804	-6.77184	12.0277	-6.7925	-12.0712	41.4575	510.898	
38	5.36054e-06	1472.71	61580.8	617039	3.51045	13.8052	-0.00399786	-6.77193	12.0278	-6.79259	-12.0713	41.4579	516.923	
38.5	5.38092e-06	1472.7	61731.5	618550	3.53108	13.8054	-0.00399769	-6.77202	12.0279	-6.79268	-12.0714	41.4583	522.95	
39	5.40094e-06	1472.69	61876.8	620006	3.55158	13.8056	-0.00399751	-6.77211	12.0279	-6.79277	-12.0715	41.4587	528.976	
39.5	5.42065e-06	1472.68	62016.8	621409	3.57197	13.8057	-0.00399733	-6.7722	12.028	-6.79286	-12.0715	41.4591	535.003	
40	5.44011e-06	1472.68	62151.8	622761	3.59225	13.8059	-0.00399715	-6.77229	12.0281	-6.79295	-12.0716	41.4595	541.031	
40.5	5.45927e-06	1472.67	62281.7	624062	3.61241	13.8061	-0.00399697	-6.77238	12.0282	-6.79304	-12.0717	41.4599	547.059	
41	5.47808e-06	1472.66	62406.8	625316	3.63246	13.8063	-0.00399679	-6.77247	12.0282	-6.79313	-12.0718	41.4603	553.087	
41.5	5.49668e-06	1472.65	62527.3	626523	3.6524	13.8065	-0.00399662	-6.77256	12.0283	-6.79322	-12.0718	41.4607	559.116	
42	5.51501e-06	1472.64	62643.2	627685	3.67224	13.8067	-0.00399644	-6.77265	12.0284	-6.79331	-12.0719	41.4611	565.145	
42.5	5.53314e-06	1472.64	62754.9	628804	3.69196	13.8068	-0.00399626	-6.77273	12.0285	-6.7934	-12.072	41.4615	571.175	
43	5.55117e-06	1472.63	62862.4	629881	3.71159	13.807	-0.00399608	-6.77282	12.0285	-6.79349	-12.0721	41.4619	577.205	
43.5	5.5687e-06	1472.62	62965.9	630918	3.73111	13.8072	-0.0039959	-6.77291	12.0286	-6.79358	-12.0721	41.4623	583.235	
44	5.58604e-06	1472.61	63065.5	631916	3.75053	13.8074	-0.00399572	-6.773	12.0287	-6.79366	-12.0722	41.4627	589.266	
44.5	5.60309e-06	1472.6	63161.4	632877	3.76986	13.8076	-0.00399554	-6.77309	12.0288	-6.79375	-12.0723	41.4631	595.297	
45	5.6199e-06	1472.59	63253.6	633801	3.78908	13.8077	-0.00399535	-6.77318	12.0289	-6.79384	-12.0724	41.4635	601.329	
45.5	5.63655e-06	1472.59	63342.2	634689	3.80821	13.8079	-0.00399517	-6.77327	12.0289	-6.79393	-12.0725	41.4639	607.361	
46	5.65297e-06	1472.58	63427.4	635543	3.82724	13.8081	-0.00399499	-6.77335	12.029	-6.79402	-12.0725	41.4643	613.394	
46.5	5.66917e-06	1472.57	63509.3	636363	3.84619	13.8083	-0.00399481	-6.77344	12.0291	-6.79411	-12.0726	41.4647	619.427	
47	5.68516e-06	1472.56	63587.9	637151	3.86504	13.8084	-0.00399462	-6.77353	12.0292	-6.7942	-12.0727	41.4651	625.46	
47.5	5.70088e-06	1472.55	63663.5	637909	3.88379	13.8086	-0.00399443	-6.77362	12.0292	-6.79428	-12.0728	41.4655	631.494	
48	5.71637e-06	1472.54	63736.4	638639	3.90246	13.8088	-0.00399424	-6.77371	12.0293	-6.79437	-12.0728	41.4659	637.528	
48.5	5.73173e-06	1472.54	63806.5	639341	3.92105	13.809	-0.00399405	-6.77379	12.0294	-6.79446	-12.0729	41.4663	643.563	
49	5.74691e-06	1472.53	63873.8	640015	3.93954	13.8092	-0.00399386	-6.77388	12.0295	-6.79455	-12.073	41.4667	649.598	
49.5	5.76192e-06	1472.52	63938.1	640660	3.95795	13.8093	-0.00399367	-6.77397	12.0295	-6.79464	-12.0731	41.4671	655.634	
50	5.77678e-06	1472.51	63999.9	641279	3.97628	13.8095	-0.00399348	-6.77406	12.0296	-6.79472	-12.0731	41.4675	661.67	
50.5	5.79142e-06	1472.5	64059	641871	3.99452	13.8097	-0.00399329	-6.77414	12.0297	-6.79481	-12.0732	41.4679	667.706	
51	5.80584e-06	1472.49	64115.6	642439	4.01268	13.8099	-0.0039931	-6.77423	12.0298	-6.7949	-12.0733	41.4683	673.743	
51.5	5.8201e-06	1472.48	64169.8	642982	4.03076	13.81	-0.00399291	-6.77432	12.0298	-6.79499	-12.0734	41.4687	679.78	
52	5.83424e-06	1472.48	64221.6	643500	4.04876	13.8102	-0.00399272	-6.77441	12.0299	-6.79507	-12.0735	41.4691	685.818	
52.5	5.84813e-06	1472.47	64271.2	643997	4.06668	13.8104	-0.00399253	-6.77449	12.03	-6.79516	-12.0735	41.4695	691.856	
53	5.86188e-06	1472.46	64318.8	644474	4.08452	13.8106	-0.00399234	-6.77458	12.0301	-6.79525	-12.0736	41.4699	697.895	
53.5	5.87549e-06	1472.45	64364.4	644932	4.10229	13.8108	-0.00399214	-6.77467	12.0302	-6.79534	-12.0737	41.4703	703.934	
54	5.88892e-06	1472.44	64407.9	645367	4.11998	13.8109	-0.00399195	-6.77475	12.0302	-6.79542	-12.0738	41.4707	709.974	
54.5	5.90222e-06	1472.43	64449.2	645781	4.1376	13.8111	-0.00399176	-6.77484	12.0303	-6.79551	-12.0738	41.4711	716.014	
55	5.91543e-06	1472.42	64488.5	646175	4.15514	13.8113	-0.00399157	-6.77493	12.0304	-6.7956	-12.0739	41.4715	722.054	
55.5	5.92846e-06	1472.42	64526	646550	4.17261	13.8115	-0.00399138	-6.77501	12.0305	-6.79569	-12.074	41.4719	728.095	
56	5.94126e-06	1472.41	64561.8	646909	4.19001	13.8116	-0.00399118	-6.7751	12.0305	-6.79577	-12.0741	41.4723	734.136	
56.5	5.95394e-06	1472.4	64596	647252	4.20734	13.8118	-0.00399099	-6.77519	12.0306	-6.79586	-12.0741	41.4727	740.178	
57	5.96646e-06	1472.39	64628.3	647576	4.22459	13.812	-0.0039908	-6.77527	12.0307	-6.79595	-12.0742	41.4731	746.22	
57.5	5.97888e-06	1472.38	64659	647883	4.24178	13.8122	-0.00399061	-6.77536	12.0308	-6.79603	-12.0743	41.4735	752.263	
58	5.99116e-06	1472.37	64688.3	648177	4.2589	13.8123	-0.00399041	-6.77545	12.0309	-6.79612	-12.0744	41.4739	758.306	
58.5	6.00328e-06	1472.36	64716.5	648459	4.27595	13.8125	-0.00399022	-6.77553	12.0309	-6.79621	-12.0745	41.4743	764.35	
59	6.01531e-06	1472.35	64743	648725	4.29294	13.8127	-0.00399002	-6.77562	12.031	-6.79629	-12.0745	41.4747	770.394	
59.5	6.02723e-06	1472.35	64768	648976	4.30986	13.8129	-0.00398983	-6.7757	12.0311	-6.79638	-12.0746	41.475	776.438	
60	6.03897e-06	1472.34	64791.9	649215	4.32671	13.813	-0.00398963	-6.77579	12.0312	-6.79647	-12.0747	41.4754	782.483	
60.5	6.05056e-06	1472.33	64815	649446	4.3435	13.8132	-0.00398944	-6.77588	12.0312	-6.79655	-12.0748	41.4758	788.528	
61	6.06203e-06	1472.32	64836.8	649665	4.36023	13.8134	-0.00398924	-6.77596	12.0313	-6.79664	-12.0748	41.4762	794.574	
61.5	6.0734e-06	1472.31	64857.2	649869	4.37689	13.8136	-0.00398904	-6.77605	12.0314	-6.79672	-12.0749	41.4766	800.621	
62	6.08462e-06	1472.3	64875.8	650055	4.39349	13.8137	-0.00398885	-6.77613	12.0315	-6.79681	-12.075	41.477	806.667	
62.5	6.09574e-06	1472.29	64892.9	650227	4.41003	13.8139	-0.00398865	-6.77622	12.0315	-6.7969	-12.0751	41.4774	812.714	
63	6.10676e-06	1472.28	64908.7	650385	4.42651	13.8141	-0.00398845	-6.77631	12.0316	-6.79698	-12.0752	41.4778	818.762	
63.5	6.11763e-06	1472.27	64923.3	650532	4.44292	13.8143	-0.00398825	-6.77639	12.0317	-6.79707	-12.0752	41.4782	824.81	
64	6.12846e-06	1472.26	64936.8	650667	4.45928	13.8144	-0.00398805	-6.77648	12.0318	-6.79715	-12.0753	41.4786	830.859	
64.5	6.13911e-06	1472.26	64949.2	650791	4.47558	13.8146	-0.00398785	-6.77656	12.0319	-6.79724	-12.0754	41.479	836.908	
65	6.14965e-06	1472.25	64960.5	650904	4.49182	13.8148	-0.00398765	-6.77665	12.0319	-6.79732	-12.0755	41.4794	842.957	
65.5	6.16008e-06	1472.24	64970.7	651007	4.50801	13.8149	-0.00398745	-6.77673	12.032	-6.79741	-12.0756	41.4798	849.007	
66	6.17043e-06	1472.23	64980	651100	4.52413	13.8151	-0.00398725	-6.77682	12.0321	-6.7975	-12.0756	41.4802	855.058	
66.5	6.18065e-06	1472.22	64988.3	651183	4.5402	13.8153	-0.00398704	-6.7769	12.0322	-6.79758	-12.0757	41.4806	861.109	
67	6.19076e-06	1472.21	64995.8	651258	4.55622	13.8155	-0.00398684	-6.77699	12.0322	-6.79767	-12.0758	41.481	867.16	
67.5	6.20077e-06	1472.2	65002.4	651324	4.57218	13.8156	-0.00398663	-6.77707	12.0323	-6.79775	-12.0759	41.4814	873.212	
68	6.21066e-06	1472.19	65008.1	651381	4.58808	13.8158	-0.00398642	-6.77716	12.0324	-6.79784	-12.0759	41.4817	879.264	
68.5	6.22051e-06	1472.18	65013.1	651431	4.60393	13.816	-0.00398622	-6.77724	12.0325	-6.79792	-12.076	41.4821	885.317	
69	6.23022e-06	1472.17	65017.3	651473	4.61973	13.8162	-0.00398601	-6.77733	12.0326	-6.79801	-12.0761	41.4825	891.37	
69.5	6.23979e-06	1472.16	65020.7	651507	4.63548	13.8163	-0.0039858	-6.77741	12.0326	-6.79809	-12.0762	41.4829	897.424	
70	6.24927e-06	1472.15	65023.4	651534	4.65117	13.8165	-0.00398559	-6.7775	12.0327	-6.79818	-12.0763	41.4833	903.478	
70.5	6.25873e-06	1472.15	65025.3	651554	4.66681	13.8167	-0.00398538	-6.77758	12.0328	-6.79826	-12.0763	41.4837	909.532	
71	6.26806e-06	1472.14	65026.5	651566	4.6824	13.8168	-0.00398517	-6.77767	12.0329	-6.79835	-12.0764	41.4841	915.587	
71.5	6.27726e-06	1472.13	65027.1	651572	4.69793	13.817	-0.00398496	-6.77775	12.0329	-6.79843	-12.0765	41.4845	921.643	
72	6.28638e-06	1472.12	65027	651570	4.71342	13.8172	-0.00398475	-6.77784	12.033	-6.79852	-12.0766	41.4849	927.699	
72.5	6.29541e-06	1472.11	65026.2	651563	4.72886	13.8174	-0.00398453	-6.77792	12.0331	-6.7986	-12.0766	41.4853	933.755	
73	6.30438e-06	1472.1	65024.8	651549	4.74425	13.8175	-0.00398432	-6.778	12.0332	-6.79869	-12.0767	41.4857	939.812	
73.5	6.31331e-06	1472.09	65022.8	651529	4.75959	13.8177	-0.0039841	-6.77809	12.0333	-6.79877	-12.0768	41.4861	945.87	
74	6.32207e-06	1472.08	65020.2	651502	4.77488	13.8179	-0.00398389	-6.77817	12.0333	-6.79886	-12.0769	41.4865	951.928	
74.5	6.33074e-06	1472.07	65016.9	651469	4.79012	13.818	-0.00398367	-6.77826	12.0334	-6.79894	-12.077	41.4868	957.986	
75	6.33935e-06	1472.06	65013.1	651431	4.80532	13.8182	-0.00398345	-6.77834	12.0335	-6.79903	-12.077	41.4872	964.045	
75.5	6.34785e-06	1472.05	65009.1	651391	4.82047	13.8184	-0.00398323	-6.77842	12.0336	-6.79911	-12.0771	41.4876	970.104	
76	6.35627e-06	1472.04	65005.5	651355	4.83557	13.8186	-0.00398301	-6.77851	12.0337	-6.79919	-12.0772	41.488	976.164	
76.5	6.36463e-06	1472.03	65001.9	651319	4.85063	13.8187	-0.00398279	-6.77859	12.0337	-6.79928	-12.0773	41.4884	982.224	
77	6.37288e-06	1472.02	64997.4	651274	4.86564	13.8189	-0.00398257	-6.77868	12.0338	-6.79936	-12.0774	41.4888	988.285	
77.5	6.38106e-06	1472.02	64991.7	651217	4.8806	13.8191	-0.00398235	-6.77876	12.0339	-6.79945	-12.0774	41.4892	994.346	
78	6.38918e-06	1472.01	64985.1	651151	4.89552	13.8192	-0.00398213	-6.77884	12.034	-6.79953	-12.0775	41.4896	1000.41	
78.5	6.39703e-06	1472	64977.8	651078	4.9104	13.8194	-0.00398191	-6.77893	12.034	-6.79961	-12.0776	41.49	1006.47	
79	6.40486e-06	1471.99	64970	650999	4.92523	13.8196	-0.00398168	-6.77901	12.0341	-6.7997	-12.0777	41.4904	1012.53	
79.5	6.41269e-06	1471.98	64961.8	650917	4.94002	13.8197	-0.00398146	-6.77909	12.0342	-6.79978	-12.0778	41.4907	1018.6	
80	6.42051e-06	1471.97	64953.4	650833	4.95477	13.8199	-0.00398123	-6.77918	12.0343	-6.79987	-12.0778	41.4911	1024.66	
80.5	6.42825e-06	1471.96	64944.6	650745	4.96947	13.8201	-0.003981	-6.77926	12.0344	-6.79995	-12.0779	41.4915	1030.72	
81	6.43584e-06	1471.95	64935.4	650653	4.98413	13.8203	-0.00398078	-6.77934	12.0344	-6.80003	-12.078	41.4919	1036.79	
81.5	6.44335e-06	1471.94	64925.7	650556	4.99875	13.8204	-0.00398055	-6.77943	12.0345	-6.80012	-12.0781	41.4923	1042.85	
82	6.45089e-06	1471.93	64915.5	650454	5.01332	13.8206	-0.00398032	-6.77951	12.0346	-6.8002	-12.0781	41.4927	1048.92	
82.5	6.4583e-06	1471.92	64905.3	650351	5.02786	13.8208	-0.00398009	-6.77959	12.0347	-6.80028	-12.0782	41.4931	1054.98	
83	6.46572e-06	1471.91	64895.4	650252	5.04235	13.8209	-0.00397986	-6.77967	12.0348	-6.80037	-12.0783	41.4935	1061.05	
83.5	6.4729e-06	1471.9	64886	650158	5.0568	13.8211	-0.00397963	-6.77976	12.0348	-6.80045	-12.0784	41.4939	1067.12	
84	6.48011e-06	1471.89	64877.3	650070	5.07122	13.8213	-0.0039794	-6.77984	12.0349	-6.80053	-12.0785	41.4942	1073.18	
84.5	6.48721e-06	1471.88	64869.3	649990	5.08559	13.8214	-0.00397917	-6.77992	12.035	-6.80062	-12.0785	41.4946	1079.25	
85	6.49434e-06	1471.87	64861.1	649908	5.09992	13.8216	-0.00397894	-6.78001	12.0351	-6.8007	-12.0786	41.495	1085.32	
85.5	6.5012e-06	1471.86	64851.8	649815	5.11422	13.8218	-0.00397871	-6.78009	12.0351	-6.80078	-12.0787	41.4954	1091.39	
86	6.50836e-06	1471.85	64841	649707	5.12847	13.8219	-0.00397848	-6.78017	12.0352	-6.80086	-12.0788	41.4958	1097.46	
86.5	6.51487e-06	1471.84	64828.9	649586	5.14269	13.8221	-0.00397824	-6.78025	12.0353	-6.80095	-12.0789	41.4962	1103.53	
87	6.52194e-06	1471.83	64816	649456	5.15687	13.8223	-0.00397801	-6.78033	12.0354	-6.80103	-12.0789	41.4966	1109.6	
87.5	6.52853e-06	1471.83	64802.6	649322	5.17101	13.8224	-0.00397778	-6.78042	12.0355	-6.80111	-12.079	41.4969	1115.67	
88	6.53519e-06	1471.82	64788.9	649185	5.18511	13.8226	-0.00397754	-6.7805	12.0355	-6.80119	-12.0791	41.4973	1121.74	
88.5	6.54183e-06	1471.81	64774.8	649043	5.19917	13.8228	-0.00397731	-6.78058	12.0356	-6.80128	-12.0792	41.4977	1127.81	
89	6.54835e-06	1471.8	64760.3	648898	5.2132	13.8229	-0.00397707	-6.78066	12.0357	-6.80136	-12.0793	41.4981	1133.89	
89.5	6.55479e-06	1471.79	64745.7	648752	5.22719	13.8231	-0.00397684	-6.78074	12.0358	-6.80144	-12.0793	41.4985	1139.96	
90	6.5612e-06	1471.78	64731.3	648607	5.24115	13.8233	-0.0039766	-6.78083	12.0359	-6.80152	-12.0794	41.4989	1146.03	
90.5	6.56741e-06	1471.77	64717.3	648467	5.25507	13.8234	-0.00397637	-6.78091	12.0359	-6.80161	-12.0795	41.4993	1152.11	
91	6.5734e-06	1471.76	64703.2	648326	5.26895	13.8236	-0.00397613	-6.78099	12.036	-6.80169	-12.0796	41.4996	1158.18	
91.5	6.57969e-06	1471.75	64688.4	648178	5.2828	13.8238	-0.0039759	-6.78107	12.0361	-6.80177	-12.0797	41.5	1164.25	
92	6.58565e-06	1471.74	64673.2	648025	5.29661	13.8239	-0.00397566	-6.78115	12.0362	-6.80185	-12.0797	41.5004	1170.33	
92.5	6.59185e-06	1471.73	64658	647873	5.31038	13.8241	-0.00397543	-6.78123	12.0362	-6.80193	-12.0798	41.5008	1176.41	
93	6.59766e-06	1471.72	64643	647723	5.32413	13.8243	-0.00397519	-6.78131	12.0363	-6.80202	-12.0799	41.5012	1182.48	
93.5	6.60379e-06	1471.71	64627.9	647571	5.33783	13.8244	-0.00397496	-6.7814	12.0364	-6.8021	-12.08	41.5016	1188.56	
94	6.6096e-06	1471.7	64612.3	647416	5.35151	13.8246	-0.00397472	-6.78148	12.0365	-6.80218	-12.08	41.5019	1194.64	
94.5	6.6154e-06	1471.69	64596.4	647256	5.36514	13.8248	-0.00397448	-6.78156	12.0366	-6.80226	-12.0801	41.5023	1200.71	
