t	DToutletrel	Toutlet	PhiFreeSurf	Ithermique	Phi0	IElecSR	IElecSI	IElecTR	IElecTI	IElecRR	IElecRI	ITotal	PElec	
629	2.40022e-06	1462.07	51134.2	306805	24.3401	4.46308	0.0129412	-2.04452	3.76209	-2.40429	-4.30511	13.6739	8107.52	
629.5	2.4006e-06	1462.07	51121.2	306727	24.3491	4.46335	0.0129403	-2.04466	3.76239	-2.40445	-4.30542	13.6748	8114.08	
630	2.39859e-06	1462.06	51108.3	306650	24.3581	4.46363	0.0129394	-2.04481	3.76268	-2.4046	-4.30573	13.6758	8120.63	
630.5	2.39637e-06	1462.06	51095.4	306573	24.3671	4.4639	0.0129384	-2.04495	3.76297	-2.40476	-4.30604	13.6767	8127.19	
631	2.39676e-06	1462.06	51082.6	306495	24.3761	4.46417	0.0129375	-2.0451	3.76327	-2.40492	-4.30635	13.6777	8133.75	
631.5	2.39455e-06	1462.05	51069.7	306418	24.3851	4.46445	0.0129365	-2.04524	3.76356	-2.40507	-4.30666	13.6786	8140.3	
632	2.39272e-06	1462.05	51056.9	306341	24.3941	4.46472	0.0129355	-2.04539	3.76385	-2.40523	-4.30697	13.6796	8146.86	
632.5	2.39317e-06	1462.05	51044	306264	24.403	4.46499	0.0129346	-2.04553	3.76414	-2.40539	-4.30728	13.6805	8153.42	
633	2.39144e-06	1462.04	51031.2	306187	24.412	4.46526	0.0129336	-2.04568	3.76443	-2.40554	-4.30759	13.6815	8159.97	
633.5	2.39175e-06	1462.04	51018.4	306111	24.421	4.46553	0.0129327	-2.04582	3.76472	-2.4057	-4.3079	13.6824	8166.53	
634	2.38968e-06	1462.04	51005.7	306034	24.43	4.46581	0.0129317	-2.04597	3.76502	-2.40585	-4.30821	13.6833	8173.09	
634.5	2.39005e-06	1462.03	50992.9	305957	24.4389	4.46608	0.0129307	-2.04611	3.76531	-2.40601	-4.30852	13.6843	8179.65	
635	2.38803e-06	1462.03	50980.1	305881	24.4479	4.46635	0.0129298	-2.04626	3.7656	-2.40616	-4.30883	13.6852	8186.2	
635.5	2.38841e-06	1462.03	50967.4	305804	24.4568	4.46662	0.0129288	-2.0464	3.76589	-2.40632	-4.30914	13.6862	8192.76	
636	2.38662e-06	1462.02	50954.7	305728	24.4658	4.46689	0.0129278	-2.04654	3.76618	-2.40647	-4.30944	13.6871	8199.32	
636.5	2.38694e-06	1462.02	50941.9	305652	24.4748	4.46716	0.0129269	-2.04669	3.76647	-2.40663	-4.30975	13.688	8205.88	
637	2.38483e-06	1462.01	50929.2	305575	24.4837	4.46743	0.0129259	-2.04683	3.76676	-2.40678	-4.31006	13.689	8212.44	
637.5	2.38519e-06	1462.01	50916.5	305499	24.4926	4.4677	0.0129249	-2.04698	3.76705	-2.40694	-4.31037	13.6899	8218.99	
638	2.38309e-06	1462.01	50903.8	305423	24.5016	4.46797	0.0129239	-2.04712	3.76734	-2.40709	-4.31067	13.6908	8225.55	
638.5	2.38342e-06	1462	50891.1	305347	24.5105	4.46824	0.012923	-2.04726	3.76762	-2.40725	-4.31098	13.6918	8232.11	
639	2.38122e-06	1462	50878.5	305271	24.5195	4.46851	0.012922	-2.04741	3.76791	-2.4074	-4.31129	13.6927	8238.67	
639.5	2.38157e-06	1462	50865.8	305195	24.5284	4.46878	0.012921	-2.04755	3.7682	-2.40756	-4.31159	13.6936	8245.23	
640	2.3794e-06	1461.99	50853.1	305119	24.5373	4.46905	0.01292	-2.04769	3.76849	-2.40771	-4.3119	13.6946	8251.79	
640.5	2.37984e-06	1461.99	50840.5	305043	24.5462	4.46932	0.012919	-2.04784	3.76878	-2.40787	-4.3122	13.6955	8258.35	
641	2.37778e-06	1461.99	50827.8	304967	24.5552	4.46959	0.0129181	-2.04798	3.76907	-2.40802	-4.31251	13.6964	8264.91	
641.5	2.37496e-06	1461.98	50815.2	304891	24.5641	4.46986	0.0129171	-2.04812	3.76935	-2.40817	-4.31282	13.6974	8271.47	
642	2.37244e-06	1461.98	50802.5	304815	24.573	4.47013	0.0129161	-2.04827	3.76964	-2.40833	-4.31312	13.6983	8278.03	
642.5	2.37294e-06	1461.98	50789.9	304739	24.5819	4.4704	0.0129151	-2.04841	3.76993	-2.40848	-4.31343	13.6992	8284.59	
643	2.37122e-06	1461.97	50777.2	304663	24.5908	4.47067	0.0129141	-2.04855	3.77021	-2.40864	-4.31373	13.7002	8291.15	
643.5	2.37159e-06	1461.97	50764.6	304587	24.5997	4.47094	0.0129131	-2.04869	3.7705	-2.40879	-4.31403	13.7011	8297.71	
644	2.36959e-06	1461.97	50751.9	304512	24.6086	4.47121	0.0129121	-2.04884	3.77079	-2.40894	-4.31434	13.702	8304.27	
644.5	2.36996e-06	1461.96	50739.3	304436	24.6175	4.47148	0.0129111	-2.04898	3.77107	-2.4091	-4.31464	13.703	8310.83	
645	2.36787e-06	1461.96	50726.6	304360	24.6264	4.47175	0.0129101	-2.04912	3.77136	-2.40925	-4.31495	13.7039	8317.39	
645.5	2.36825e-06	1461.96	50714	304284	24.6353	4.47202	0.0129091	-2.04926	3.77165	-2.4094	-4.31525	13.7048	8323.96	
646	2.36621e-06	1461.95	50701.4	304208	24.6441	4.47228	0.0129081	-2.0494	3.77193	-2.40956	-4.31555	13.7057	8330.52	
646.5	2.36658e-06	1461.95	50688.7	304132	24.653	4.47255	0.0129071	-2.04955	3.77222	-2.40971	-4.31586	13.7067	8337.08	
647	2.36457e-06	1461.95	50676.1	304057	24.6619	4.47282	0.0129061	-2.04969	3.7725	-2.40986	-4.31616	13.7076	8343.64	
647.5	2.36495e-06	1461.94	50663.6	303981	24.6708	4.47309	0.0129051	-2.04983	3.77279	-2.41002	-4.31646	13.7085	8350.2	
648	2.36278e-06	1461.94	50651	303906	24.6796	4.47336	0.0129041	-2.04997	3.77307	-2.41017	-4.31676	13.7094	8356.77	
648.5	2.36313e-06	1461.93	50638.5	303831	24.6885	4.47362	0.0129031	-2.05011	3.77336	-2.41032	-4.31707	13.7104	8363.33	
649	2.36098e-06	1461.93	50626.1	303756	24.6974	4.47389	0.0129021	-2.05026	3.77364	-2.41047	-4.31737	13.7113	8369.89	
649.5	2.36135e-06	1461.93	50613.6	303682	24.7062	4.47416	0.0129011	-2.0504	3.77393	-2.41063	-4.31767	13.7122	8376.45	
650	2.35927e-06	1461.92	50601.2	303607	24.7151	4.47443	0.0129001	-2.05054	3.77421	-2.41078	-4.31797	13.7131	8383.02	
650.5	2.35975e-06	1461.92	50588.8	303533	24.7239	4.47469	0.0128991	-2.05068	3.77449	-2.41093	-4.31828	13.714	8389.58	
651	2.3579e-06	1461.92	50576.4	303459	24.7328	4.47496	0.0128981	-2.05082	3.77478	-2.41108	-4.31858	13.715	8396.14	
651.5	2.35613e-06	1461.91	50564.1	303384	24.7416	4.47523	0.0128971	-2.05096	3.77506	-2.41124	-4.31888	13.7159	8402.71	
652	2.35638e-06	1461.91	50551.7	303310	24.7504	4.47549	0.0128961	-2.0511	3.77535	-2.41139	-4.31918	13.7168	8409.27	
652.5	2.35318e-06	1461.91	50539.4	303236	24.7593	4.47576	0.0128951	-2.05125	3.77563	-2.41154	-4.31948	13.7177	8415.83	
653	2.35354e-06	1461.9	50527	303162	24.7681	4.47603	0.0128941	-2.05139	3.77591	-2.41169	-4.31978	13.7186	8422.4	
653.5	2.35063e-06	1461.9	50514.7	303088	24.7769	4.4763	0.0128931	-2.05153	3.7762	-2.41185	-4.32008	13.7196	8428.96	
654	2.35087e-06	1461.9	50502.3	303014	24.7858	4.47656	0.012892	-2.05167	3.77648	-2.412	-4.32038	13.7205	8435.53	
654.5	2.3472e-06	1461.89	50490	302940	24.7946	4.47683	0.012891	-2.05181	3.77676	-2.41215	-4.32068	13.7214	8442.09	
655	2.34788e-06	1461.89	50477.7	302866	24.8034	4.47709	0.01289	-2.05195	3.77704	-2.4123	-4.32098	13.7223	8448.65	
655.5	2.34595e-06	1461.89	50465.4	302792	24.8122	4.47736	0.012889	-2.05209	3.77733	-2.41245	-4.32128	13.7232	8455.22	
656	2.34368e-06	1461.88	50453.1	302718	24.821	4.47763	0.012888	-2.05223	3.77761	-2.4126	-4.32158	13.7242	8461.78	
656.5	2.34419e-06	1461.88	50440.8	302645	24.8298	4.47789	0.012887	-2.05237	3.77789	-2.41276	-4.32188	13.7251	8468.35	
657	2.34236e-06	1461.88	50428.5	302571	24.8386	4.47816	0.012886	-2.05251	3.77817	-2.41291	-4.32218	13.726	8474.91	
657.5	2.34275e-06	1461.87	50416.2	302497	24.8474	4.47843	0.0128849	-2.05265	3.77845	-2.41306	-4.32248	13.7269	8481.48	
658	2.34051e-06	1461.87	50403.9	302424	24.8562	4.47869	0.0128839	-2.05279	3.77874	-2.41321	-4.32278	13.7278	8488.05	
658.5	2.3409e-06	1461.87	50391.7	302350	24.865	4.47896	0.0128829	-2.05293	3.77902	-2.41336	-4.32308	13.7287	8494.61	
659	2.33869e-06	1461.86	50379.5	302277	24.8738	4.47922	0.0128819	-2.05307	3.7793	-2.41351	-4.32338	13.7296	8501.18	
659.5	2.33918e-06	1461.86	50367.3	302204	24.8826	4.47949	0.0128809	-2.05321	3.77958	-2.41366	-4.32368	13.7306	8507.74	
660	2.33743e-06	1461.86	50355.1	302131	24.8914	4.47975	0.0128798	-2.05335	3.77986	-2.41382	-4.32398	13.7315	8514.31	
660.5	2.33801e-06	1461.85	50343	302058	24.9001	4.48002	0.0128788	-2.05349	3.78014	-2.41397	-4.32428	13.7324	8520.88	
661	2.33701e-06	1461.85	50330.8	301985	24.9089	4.48028	0.0128778	-2.05363	3.78042	-2.41412	-4.32458	13.7333	8527.44	
661.5	2.33728e-06	1461.85	50318.7	301912	24.9177	4.48055	0.0128768	-2.05377	3.78071	-2.41427	-4.32487	13.7342	8534.01	
662	2.33496e-06	1461.84	50306.6	301840	24.9264	4.48082	0.0128758	-2.05391	3.78099	-2.41442	-4.32517	13.7351	8540.58	
662.5	2.33537e-06	1461.84	50294.5	301767	24.9352	4.48108	0.0128747	-2.05405	3.78127	-2.41457	-4.32547	13.736	8547.14	
663	2.33309e-06	1461.84	50282.5	301695	24.944	4.48135	0.0128737	-2.05419	3.78155	-2.41472	-4.32577	13.7369	8553.71	
663.5	2.33354e-06	1461.83	50270.5	301623	24.9527	4.48161	0.0128727	-2.05433	3.78183	-2.41487	-4.32607	13.7379	8560.28	
664	2.33152e-06	1461.83	50258.5	301551	24.9615	4.48188	0.0128717	-2.05447	3.78211	-2.41502	-4.32636	13.7388	8566.85	
664.5	2.33199e-06	1461.83	50246.5	301479	24.9702	4.48214	0.0128707	-2.05461	3.78239	-2.41517	-4.32666	13.7397	8573.41	
665	2.33005e-06	1461.82	50234.5	301407	24.979	4.48241	0.0128696	-2.05475	3.78267	-2.41532	-4.32696	13.7406	8579.98	
665.5	2.33051e-06	1461.82	50222.6	301336	24.9877	4.48267	0.0128686	-2.05489	3.78295	-2.41547	-4.32726	13.7415	8586.55	
666	2.32859e-06	1461.81	50210.7	301264	24.9964	4.48294	0.0128676	-2.05503	3.78323	-2.41563	-4.32756	13.7424	8593.12	
666.5	2.32904e-06	1461.81	50198.8	301193	25.0052	4.4832	0.0128666	-2.05517	3.78351	-2.41578	-4.32785	13.7433	8599.69	
667	2.32712e-06	1461.81	50186.9	301122	25.0139	4.48346	0.0128656	-2.05531	3.78379	-2.41593	-4.32815	13.7442	8606.26	
667.5	2.32757e-06	1461.8	50175.1	301050	25.0226	4.48373	0.0128645	-2.05545	3.78407	-2.41608	-4.32845	13.7451	8612.83	
668	2.32562e-06	1461.8	50163.3	300980	25.0313	4.48399	0.0128635	-2.05559	3.78435	-2.41623	-4.32874	13.746	8619.39	
668.5	2.32605e-06	1461.8	50151.5	300909	25.04	4.48426	0.0128625	-2.05573	3.78463	-2.41638	-4.32904	13.747	8625.96	
669	2.324e-06	1461.79	50139.7	300838	25.0488	4.48452	0.0128615	-2.05587	3.78491	-2.41653	-4.32934	13.7479	8632.53	
669.5	2.32446e-06	1461.79	50128	300768	25.0575	4.48479	0.0128604	-2.05601	3.78519	-2.41668	-4.32964	13.7488	8639.1	
670	2.32181e-06	1461.79	50116.2	300697	25.0662	4.48505	0.0128594	-2.05615	3.78547	-2.41683	-4.32993	13.7497	8645.67	
670.5	2.31854e-06	1461.78	50104.5	300627	25.0749	4.48532	0.0128584	-2.05629	3.78574	-2.41698	-4.33023	13.7506	8652.24	
671	2.31915e-06	1461.78	50092.9	300557	25.0836	4.48558	0.0128574	-2.05643	3.78602	-2.41713	-4.33053	13.7515	8658.81	
671.5	2.31668e-06	1461.78	50081.2	300487	25.0923	4.48584	0.0128564	-2.05656	3.7863	-2.41728	-4.33082	13.7524	8665.38	
672	2.31409e-06	1461.77	50069.6	300418	25.101	4.48611	0.0128553	-2.0567	3.78658	-2.41743	-4.33112	13.7533	8671.95	
672.5	2.31474e-06	1461.77	50058	300348	25.1096	4.48637	0.0128543	-2.05684	3.78686	-2.41758	-4.33142	13.7542	8678.52	
673	2.31326e-06	1461.77	50046.5	300279	25.1183	4.48664	0.0128533	-2.05698	3.78714	-2.41773	-4.33171	13.7551	8685.09	
673.5	2.31369e-06	1461.76	50034.9	300209	25.127	4.4869	0.0128523	-2.05712	3.78742	-2.41788	-4.33201	13.756	8691.67	
674	2.31185e-06	1461.76	50023.4	300140	25.1357	4.48716	0.0128512	-2.05726	3.7877	-2.41803	-4.3323	13.7569	8698.24	
674.5	2.3123e-06	1461.76	50011.9	300071	25.1444	4.48743	0.0128502	-2.0574	3.78797	-2.41818	-4.3326	13.7578	8704.81	
675	2.31054e-06	1461.75	50000.4	300002	25.153	4.48769	0.0128492	-2.05754	3.78825	-2.41833	-4.3329	13.7587	8711.38	
675.5	2.31106e-06	1461.75	49988.9	299933	25.1617	4.48796	0.0128482	-2.05768	3.78853	-2.41848	-4.33319	13.7597	8717.95	
676	2.30932e-06	1461.75	49977.4	299865	25.1703	4.48822	0.0128472	-2.05781	3.78881	-2.41863	-4.33349	13.7606	8724.52	
676.5	2.30675e-06	1461.74	49966	299796	25.179	4.48848	0.0128461	-2.05795	3.78909	-2.41878	-4.33378	13.7615	8731.09	
677	2.30722e-06	1461.74	49954.6	299728	25.1877	4.48875	0.0128451	-2.05809	3.78937	-2.41893	-4.33408	13.7624	8737.67	
677.5	2.3053e-06	1461.74	49943.2	299659	25.1963	4.48901	0.0128441	-2.05823	3.78964	-2.41908	-4.33438	13.7633	8744.24	
678	2.30574e-06	1461.73	49931.8	299591	25.205	4.48927	0.0128431	-2.05837	3.78992	-2.41923	-4.33467	13.7642	8750.81	
678.5	2.30401e-06	1461.73	49920.4	299523	25.2136	4.48954	0.0128421	-2.05851	3.7902	-2.41938	-4.33497	13.7651	8757.38	
679	2.30449e-06	1461.73	49909.1	299454	25.2222	4.4898	0.012841	-2.05865	3.79048	-2.41953	-4.33526	13.766	8763.96	
679.5	2.30301e-06	1461.72	49897.7	299386	25.2309	4.49007	0.01284	-2.05879	3.79076	-2.41968	-4.33556	13.7669	8770.53	
680	2.30342e-06	1461.72	49886.4	299318	25.2395	4.49033	0.012839	-2.05892	3.79103	-2.41983	-4.33585	13.7678	8777.1	
680.5	2.30161e-06	1461.72	49875.1	299250	25.2481	4.49059	0.012838	-2.05906	3.79131	-2.41998	-4.33615	13.7687	8783.68	
681	2.30209e-06	1461.71	49863.8	299183	25.2567	4.49086	0.012837	-2.0592	3.79159	-2.42013	-4.33644	13.7696	8790.25	
681.5	2.29995e-06	1461.71	49852.5	299115	25.2654	4.49112	0.012836	-2.05934	3.79187	-2.42027	-4.33674	13.7705	8796.82	
682	2.29672e-06	1461.71	49841.2	299047	25.274	4.49138	0.0128349	-2.05948	3.79215	-2.42042	-4.33703	13.7714	8803.4	
682.5	2.29544e-06	1461.7	49829.9	298980	25.2826	4.49165	0.0128339	-2.05962	3.79242	-2.42057	-4.33733	13.7723	8809.97	
683	2.29243e-06	1461.7	49818.7	298912	25.2912	4.49191	0.0128329	-2.05976	3.7927	-2.42072	-4.33763	13.7732	8816.54	
683.5	2.29131e-06	1461.7	49807.5	298845	25.2998	4.49217	0.0128319	-2.05989	3.79298	-2.42087	-4.33792	13.7741	8823.12	
684	2.29006e-06	1461.69	49796.3	298778	25.3084	4.49244	0.0128309	-2.06003	3.79326	-2.42102	-4.33822	13.775	8829.69	
684.5	2.29062e-06	1461.69	49785.2	298711	25.317	4.4927	0.0128299	-2.06017	3.79353	-2.42117	-4.33851	13.7759	8836.27	
685	2.28937e-06	1461.69	49774.1	298645	25.3256	4.49296	0.0128289	-2.06031	3.79381	-2.42132	-4.33881	13.7768	8842.84	
685.5	2.28972e-06	1461.68	49763.1	298579	25.3342	4.49323	0.0128278	-2.06045	3.79409	-2.42147	-4.3391	13.7777	8849.42	
686	2.28758e-06	1461.68	49752.2	298513	25.3428	4.49349	0.0128268	-2.06059	3.79437	-2.42162	-4.3394	13.7786	8855.99	
686.5	2.2881e-06	1461.68	49741.3	298448	25.3514	4.49375	0.0128258	-2.06072	3.79464	-2.42177	-4.33969	13.7795	8862.57	
687	2.28665e-06	1461.67	49730.5	298383	25.3599	4.49402	0.0128248	-2.06086	3.79492	-2.42192	-4.33999	13.7804	8869.14	
687.5	2.28708e-06	1461.67	49719.6	298318	25.3685	4.49428	0.0128238	-2.061	3.7952	-2.42207	-4.34028	13.7813	8875.72	
688	2.28536e-06	1461.67	49708.7	298252	25.3771	4.49454	0.0128228	-2.06114	3.79548	-2.42222	-4.34058	13.7822	8882.29	
688.5	2.28586e-06	1461.66	49697.9	298187	25.3857	4.49481	0.0128218	-2.06128	3.79575	-2.42237	-4.34087	13.7832	8888.87	
689	2.28447e-06	1461.66	49687	298122	25.3942	4.49507	0.0128208	-2.06142	3.79603	-2.42252	-4.34117	13.7841	8895.45	
689.5	2.28496e-06	1461.66	49676	298056	25.4028	4.49533	0.0128198	-2.06155	3.79631	-2.42267	-4.34146	13.785	8902.02	
690	2.28357e-06	1461.65	49665.1	297991	25.4113	4.4956	0.0128188	-2.06169	3.79658	-2.42281	-4.34175	13.7859	8908.6	
690.5	2.28393e-06	1461.65	49654.1	297925	25.4199	4.49586	0.0128178	-2.06183	3.79686	-2.42296	-4.34205	13.7868	8915.18	
691	2.28186e-06	1461.65	49643.1	297859	25.4284	4.49612	0.0128168	-2.06197	3.79714	-2.42311	-4.34234	13.7877	8921.75	
691.5	2.28228e-06	1461.64	49632.2	297793	25.437	4.49639	0.0128158	-2.06211	3.79742	-2.42326	-4.34264	13.7886	8928.33	
692	2.28023e-06	1461.64	49621.2	297727	25.4455	4.49665	0.0128148	-2.06224	3.79769	-2.42341	-4.34293	13.7895	8934.91	
692.5	2.28071e-06	1461.64	49610.2	297661	25.4541	4.49691	0.0128137	-2.06238	3.79797	-2.42356	-4.34323	13.7904	8941.48	
693	2.27902e-06	1461.63	49599.1	297595	25.4626	4.49718	0.0128127	-2.06252	3.79825	-2.42371	-4.34352	13.7913	8948.06	
693.5	2.27955e-06	1461.63	49588.1	297529	25.4711	4.49744	0.0128117	-2.06266	3.79853	-2.42386	-4.34382	13.7922	8954.64	
694	2.27824e-06	1461.63	49577.1	297463	25.4796	4.4977	0.0128107	-2.0628	3.7988	-2.42401	-4.34411	13.7931	8961.22	
694.5	2.27862e-06	1461.62	49566.1	297397	25.4882	4.49797	0.0128098	-2.06294	3.79908	-2.42416	-4.34441	13.794	8967.79	
695	2.27656e-06	1461.62	49555.1	297331	25.4967	4.49823	0.0128088	-2.06307	3.79936	-2.42431	-4.3447	13.7949	8974.37	
695.5	2.27695e-06	1461.62	49544.1	297265	25.5052	4.49849	0.0128078	-2.06321	3.79963	-2.42446	-4.345	13.7958	8980.95	
696	2.27466e-06	1461.61	49533.1	297199	25.5137	4.49876	0.0128068	-2.06335	3.79991	-2.42461	-4.34529	13.7967	8987.53	
696.5	2.27512e-06	1461.61	49522.1	297133	25.5222	4.49902	0.0128058	-2.06349	3.80019	-2.42475	-4.34559	13.7976	8994.11	
697	2.27267e-06	1461.61	49511.1	297067	25.5307	4.49928	0.0128048	-2.06363	3.80046	-2.4249	-4.34588	13.7985	9000.69	
697.5	2.27058e-06	1461.6	49500.2	297001	25.5392	4.49955	0.0128038	-2.06376	3.80074	-2.42505	-4.34618	13.7994	9007.27	
698	2.27083e-06	1461.6	49489.2	296935	25.5477	4.49981	0.0128028	-2.0639	3.80102	-2.4252	-4.34647	13.8003	9013.84	
698.5	2.26777e-06	1461.6	49478.2	296869	25.5562	4.50007	0.0128018	-2.06404	3.8013	-2.42535	-4.34677	13.8012	9020.42	
699	2.26828e-06	1461.59	49467.2	296803	25.5647	4.50034	0.0128008	-2.06418	3.80157	-2.4255	-4.34706	13.8021	9027	
699.5	2.26642e-06	1461.59	49456.3	296738	25.5732	4.5006	0.0127998	-2.06432	3.80185	-2.42565	-4.34735	13.803	9033.58	
700	2.26695e-06	1461.59	49445.3	296672	25.5817	4.50086	0.0127988	-2.06446	3.80213	-2.4258	-4.34765	13.8039	9040.16	
700.5	2.26585e-06	1461.58	49434.4	296606	25.5902	4.50113	0.0127979	-2.06459	3.8024	-2.42595	-4.34794	13.8048	9046.74	
701	2.26611e-06	1461.58	49423.5	296541	25.5986	4.50139	0.0127969	-2.06473	3.80268	-2.4261	-4.34824	13.8057	9053.32	
701.5	2.26403e-06	1461.58	49412.5	296475	25.6071	4.50165	0.0127959	-2.06487	3.80296	-2.42625	-4.34853	13.8066	9059.9	
702	2.26433e-06	1461.57	49401.6	296410	25.6156	4.50192	0.0127949	-2.06501	3.80324	-2.4264	-4.34883	13.8075	9066.48	
702.5	2.262e-06	1461.57	49390.7	296344	25.624	4.50218	0.0127939	-2.06515	3.80351	-2.42655	-4.34912	13.8084	9073.06	
703	2.26223e-06	1461.57	49379.8	296279	25.6325	4.50244	0.0127929	-2.06528	3.80379	-2.42669	-4.34942	13.8093	9079.64	
703.5	2.25927e-06	1461.56	49368.9	296213	25.641	4.50271	0.012792	-2.06542	3.80407	-2.42684	-4.34971	13.8102	9086.23	
704	2.25981e-06	1461.56	49358	296148	25.6494	4.50297	0.012791	-2.06556	3.80434	-2.42699	-4.35001	13.8111	9092.81	
704.5	2.2576e-06	1461.56	49347.1	296083	25.6579	4.50323	0.01279	-2.0657	3.80462	-2.42714	-4.3503	13.812	9099.39	
705	2.25505e-06	1461.55	49336.2	296017	25.6663	4.5035	0.012789	-2.06584	3.8049	-2.42729	-4.3506	13.8129	9105.97	
705.5	2.25559e-06	1461.55	49325.3	295952	25.6747	4.50376	0.0127881	-2.06597	3.80518	-2.42744	-4.35089	13.8138	9112.55	
706	2.25385e-06	1461.55	49314.4	295886	25.6832	4.50402	0.0127871	-2.06611	3.80545	-2.42759	-4.35119	13.8147	9119.13	
706.5	2.25428e-06	1461.54	49303.5	295821	25.6916	4.50429	0.0127861	-2.06625	3.80573	-2.42774	-4.35148	13.8156	9125.71	
707	2.25243e-06	1461.54	49292.6	295756	25.7	4.50455	0.0127852	-2.06639	3.80601	-2.42789	-4.35178	13.8165	9132.3	
707.5	2.25289e-06	1461.54	49281.7	295690	25.7085	4.50481	0.0127842	-2.06653	3.80628	-2.42804	-4.35207	13.8174	9138.88	
708	2.25113e-06	1461.53	49270.9	295625	25.7169	4.50508	0.0127832	-2.06667	3.80656	-2.42819	-4.35237	13.8183	9145.46	
708.5	2.25164e-06	1461.53	49260	295560	25.7253	4.50534	0.0127823	-2.0668	3.80684	-2.42834	-4.35266	13.8192	9152.04	
709	2.24984e-06	1461.53	49249.2	295495	25.7337	4.50561	0.0127813	-2.06694	3.80712	-2.42849	-4.35296	13.8201	9158.63	
709.5	2.24859e-06	1461.52	49238.4	295430	25.7421	4.50587	0.0127803	-2.06708	3.80739	-2.42864	-4.35325	13.8211	9165.21	
710	2.24895e-06	1461.52	49227.6	295365	25.7505	4.50613	0.0127794	-2.06722	3.80767	-2.42878	-4.35355	13.822	9171.79	
710.5	2.2468e-06	1461.52	49216.9	295301	25.759	4.5064	0.0127784	-2.06736	3.80795	-2.42893	-4.35384	13.8229	9178.37	
711	2.24698e-06	1461.51	49206.2	295237	25.7674	4.50666	0.0127775	-2.0675	3.80823	-2.42908	-4.35414	13.8238	9184.96	
711.5	2.2436e-06	1461.51	49195.5	295173	25.7757	4.50692	0.0127765	-2.06763	3.8085	-2.42923	-4.35443	13.8247	9191.54	
712	2.244e-06	1461.51	49184.9	295109	25.7841	4.50719	0.0127755	-2.06777	3.80878	-2.42938	-4.35473	13.8256	9198.13	
712.5	2.24145e-06	1461.5	49174.3	295046	25.7925	4.50745	0.0127746	-2.06791	3.80906	-2.42953	-4.35502	13.8265	9204.71	
713	2.24201e-06	1461.5	49163.7	294982	25.8009	4.50771	0.0127736	-2.06805	3.80933	-2.42968	-4.35532	13.8274	9211.29	
713.5	2.24079e-06	1461.5	49153.1	294919	25.8093	4.50798	0.0127727	-2.06819	3.80961	-2.42983	-4.35561	13.8283	9217.88	
714	2.24122e-06	1461.49	49142.5	294855	25.8177	4.50824	0.0127717	-2.06832	3.80989	-2.42998	-4.35591	13.8292	9224.46	
714.5	2.24011e-06	1461.49	49132	294792	25.8261	4.50851	0.0127708	-2.06846	3.81017	-2.43013	-4.3562	13.8301	9231.05	
715	2.2404e-06	1461.49	49121.4	294728	25.8344	4.50877	0.0127699	-2.0686	3.81044	-2.43028	-4.3565	13.831	9237.63	
715.5	2.23877e-06	1461.48	49110.8	294665	25.8428	4.50903	0.0127689	-2.06874	3.81072	-2.43043	-4.35679	13.8319	9244.22	
716	2.23919e-06	1461.48	49100.3	294602	25.8512	4.5093	0.012768	-2.06888	3.811	-2.43058	-4.35709	13.8328	9250.8	
716.5	2.23782e-06	1461.48	49089.8	294539	25.8595	4.50956	0.012767	-2.06902	3.81128	-2.43073	-4.35738	13.8337	9257.39	
717	2.23664e-06	1461.47	49079.3	294476	25.8679	4.50983	0.0127661	-2.06915	3.81156	-2.43088	-4.35768	13.8346	9263.97	
717.5	2.2369e-06	1461.47	49068.8	294413	25.8762	4.51009	0.0127651	-2.06929	3.81183	-2.43103	-4.35797	13.8355	9270.56	
718	2.23502e-06	1461.47	49058.4	294350	25.8846	4.51035	0.0127642	-2.06943	3.81211	-2.43118	-4.35827	13.8364	9277.14	
718.5	2.23548e-06	1461.47	49048	294288	25.8929	4.51062	0.0127633	-2.06957	3.81239	-2.43133	-4.35857	13.8373	9283.73	
719	2.23441e-06	1461.46	49037.5	294225	25.9013	4.51088	0.0127623	-2.06971	3.81267	-2.43148	-4.35886	13.8382	9290.31	
719.5	2.23479e-06	1461.46	49027.2	294163	25.9096	4.51115	0.0127614	-2.06985	3.81294	-2.43162	-4.35916	13.8391	9296.9	
720	2.23386e-06	1461.46	49016.8	294101	25.9179	4.51141	0.0127605	-2.06999	3.81322	-2.43177	-4.35945	13.84	9303.49	
720.5	2.23416e-06	1461.45	49006.4	294039	25.9263	4.51168	0.0127596	-2.07012	3.8135	-2.43192	-4.35975	13.8409	9310.07	
721	2.23278e-06	1461.45	48996.1	293977	25.9346	4.51194	0.0127586	-2.07026	3.81378	-2.43207	-4.36004	13.8418	9316.66	
721.5	2.23315e-06	1461.45	48985.8	293915	25.9429	4.5122	0.0127577	-2.0704	3.81406	-2.43222	-4.36034	13.8427	9323.25	
722	2.23197e-06	1461.44	48975.5	293853	25.9512	4.51247	0.0127568	-2.07054	3.81433	-2.43237	-4.36063	13.8437	9329.83	
722.5	2.23234e-06	1461.44	48965.2	293791	25.9596	4.51273	0.0127559	-2.07068	3.81461	-2.43252	-4.36093	13.8446	9336.42	
723	2.23108e-06	1461.44	48954.9	293729	25.9679	4.513	0.0127549	-2.07082	3.81489	-2.43267	-4.36123	13.8455	9343.01	
