t	DToutletrel	Toutlet	PhiFreeSurf	Ithermique	Phi0	IElecSR	IElecSI	IElecTR	IElecTI	IElecRR	IElecRI	ITotal	PElec	
0.5	0.135761	1473.14	4660.79	27964.8	1.47011	14.9703	0.000761896	-7.47494	13.7709	-7.47332	-13.7402	46.2698	66.0041	
1	1.27554e-07	1473.15	11960.3	71761.8	1.19436	14.9705	0.00076241	-7.47504	13.771	-7.47342	-13.7403	46.2701	72.0022	
1.5	6.96786e-07	1473.14	18514.5	111087	1.24744	14.9707	0.000763063	-7.47514	13.771	-7.47353	-13.7403	46.2704	78.0039	
2	1.28672e-06	1473.14	24427.4	146564	1.29839	14.9708	0.000763797	-7.47524	13.771	-7.47363	-13.7403	46.2708	84.0053	
2.5	1.75606e-06	1473.14	29783.8	178703	1.34741	14.971	0.000764552	-7.47534	13.771	-7.47373	-13.7403	46.2711	90.0072	
3	2.14281e-06	1473.14	34655	207930	1.3947	14.9712	0.000765293	-7.47544	13.7711	-7.47383	-13.7404	46.2715	96.0095	
3.5	2.47141e-06	1473.13	39100.5	234603	1.44045	14.9714	0.000766003	-7.47554	13.7711	-7.47393	-13.7404	46.2718	102.012	
4	2.74444e-06	1473.13	43170.1	259021	1.48479	14.9716	0.000766674	-7.47564	13.7711	-7.47403	-13.7404	46.2721	108.015	
4.5	2.982e-06	1473.12	46905.6	281434	1.52785	14.9718	0.0007673	-7.47573	13.7711	-7.47413	-13.7404	46.2724	114.019	
5	3.19387e-06	1473.12	50342.5	302055	1.56973	14.972	0.000767892	-7.47583	13.7712	-7.47422	-13.7405	46.2728	120.022	
5.5	3.3863e-06	1473.11	53510.8	321065	1.61052	14.9722	0.000768447	-7.47593	13.7712	-7.47432	-13.7405	46.2731	126.027	
6	3.56462e-06	1473.11	56436.7	338620	1.65031	14.9724	0.00076897	-7.47603	13.7712	-7.47442	-13.7405	46.2734	132.031	
6.5	3.73342e-06	1473.1	59142.8	354857	1.68916	14.9725	0.000769465	-7.47612	13.7712	-7.47451	-13.7405	46.2738	138.036	
7	3.89524e-06	1473.1	61648.9	369893	1.72714	14.9727	0.000769934	-7.47622	13.7713	-7.47461	-13.7406	46.2741	144.042	
7.5	4.05317e-06	1473.09	63972.6	383836	1.7643	14.9729	0.000770383	-7.47632	13.7713	-7.4747	-13.7406	46.2744	150.047	
8	4.20801e-06	1473.09	66129.5	396777	1.8007	14.9731	0.000770812	-7.47641	13.7713	-7.4748	-13.7406	46.2747	156.053	
8.5	4.36059e-06	1473.08	68133.4	408800	1.83638	14.9733	0.000771226	-7.47651	13.7713	-7.47489	-13.7407	46.275	162.06	
9	4.51149e-06	1473.07	69997.1	419983	1.87138	14.9734	0.000771618	-7.4766	13.7714	-7.47499	-13.7407	46.2754	168.067	
9.5	4.66101e-06	1473.07	71732.1	430393	1.90575	14.9736	0.000772007	-7.47669	13.7714	-7.47508	-13.7407	46.2757	174.075	
10	4.80856e-06	1473.06	73348	440088	1.9395	14.9738	0.000772385	-7.47679	13.7714	-7.47517	-13.7407	46.276	180.083	
10.5	4.95568e-06	1473.05	74854	449124	1.97268	14.974	0.000772754	-7.47688	13.7715	-7.47527	-13.7408	46.2763	186.091	
11	5.10134e-06	1473.04	76258.9	457553	2.00531	14.9742	0.000773115	-7.47698	13.7715	-7.47536	-13.7408	46.2767	192.1	
11.5	5.24548e-06	1473.04	77571.1	465426	2.03742	14.9743	0.000773469	-7.47707	13.7715	-7.47545	-13.7408	46.277	198.109	
12	5.38791e-06	1473.03	78797	472782	2.06904	14.9745	0.000773818	-7.47716	13.7715	-7.47555	-13.7409	46.2773	204.119	
12.5	5.52875e-06	1473.02	79942.6	479656	2.10018	14.9747	0.000774161	-7.47726	13.7716	-7.47564	-13.7409	46.2777	210.13	
13	5.66771e-06	1473.01	81014.4	486086	2.13087	14.9749	0.000774499	-7.47735	13.7716	-7.47573	-13.7409	46.278	216.14	
13.5	5.80493e-06	1473	82020	492120	2.16112	14.9751	0.000774832	-7.47744	13.7717	-7.47583	-13.741	46.2783	222.152	
14	5.94003e-06	1472.99	82960.9	497765	2.19096	14.9752	0.00077516	-7.47754	13.7717	-7.47592	-13.741	46.2786	228.164	
14.5	6.07296e-06	1472.99	83839.3	503036	2.2204	14.9754	0.000775484	-7.47763	13.7717	-7.47601	-13.741	46.279	234.176	
15	6.20387e-06	1472.98	84661.3	507968	2.24946	14.9756	0.000775745	-7.47773	13.7718	-7.4761	-13.7411	46.2793	240.189	
15.5	6.33243e-06	1472.97	85432.1	512593	2.27815	14.9758	0.000776124	-7.47782	13.7718	-7.4762	-13.7411	46.2797	246.203	
16	6.45873e-06	1472.96	86155.8	516935	2.30648	14.9759	0.000776371	-7.47791	13.7718	-7.47629	-13.7412	46.28	252.217	
16.5	6.58286e-06	1472.95	86834.4	521007	2.33447	14.9761	0.000776744	-7.47801	13.7719	-7.47638	-13.7412	46.2803	258.232	
17	6.70456e-06	1472.94	87470.5	524823	2.36214	14.9763	0.000776981	-7.4781	13.7719	-7.47648	-13.7412	46.2807	264.247	
17.5	6.82392e-06	1472.93	88067.1	528403	2.38948	14.9765	0.000777348	-7.47819	13.772	-7.47657	-13.7413	46.281	270.263	
18	6.94084e-06	1472.92	88627.3	531764	2.41652	14.9767	0.000777575	-7.47829	13.772	-7.47666	-13.7413	46.2814	276.28	
18.5	7.05551e-06	1472.91	89153.2	534919	2.44326	14.9768	0.000777936	-7.47838	13.7721	-7.47676	-13.7414	46.2817	282.297	
19	7.16787e-06	1472.9	89647.2	537883	2.46971	14.977	0.000778157	-7.47848	13.7721	-7.47685	-13.7414	46.2821	288.314	
19.5	7.27792e-06	1472.89	90111	540666	2.49589	14.9772	0.000778511	-7.47857	13.7721	-7.47695	-13.7415	46.2824	294.333	
20	7.38549e-06	1472.88	90546.4	543278	2.52179	14.9774	0.000778725	-7.47867	13.7722	-7.47704	-13.7415	46.2828	300.352	
20.5	7.49032e-06	1472.86	90955.7	545734	2.54744	14.9776	0.000779072	-7.47876	13.7722	-7.47714	-13.7415	46.2831	306.371	
21	7.59342e-06	1472.85	91340.8	548045	2.57283	14.9777	0.000779281	-7.47886	13.7723	-7.47723	-13.7416	46.2835	312.391	
21.5	7.69464e-06	1472.84	91703.1	550219	2.59797	14.9779	0.000779615	-7.47895	13.7723	-7.47733	-13.7416	46.2839	318.412	
22	7.79302e-06	1472.83	92043.1	552258	2.62288	14.9781	0.000779823	-7.47905	13.7724	-7.47742	-13.7417	46.2842	324.434	
22.5	7.88929e-06	1472.82	92362.3	554174	2.64755	14.9783	0.00078015	-7.47915	13.7724	-7.47752	-13.7418	46.2846	330.456	
23	7.98381e-06	1472.81	92662.3	555974	2.672	14.9785	0.000780351	-7.47924	13.7725	-7.47761	-13.7418	46.285	336.478	
23.5	8.07614e-06	1472.8	92944.5	557667	2.69623	14.9787	0.00078067	-7.47934	13.7725	-7.47771	-13.7419	46.2854	342.502	
24	8.16619e-06	1472.78	93209.8	559259	2.72024	14.9788	0.000780865	-7.47944	13.7726	-7.4778	-13.7419	46.2857	348.526	
24.5	8.25351e-06	1472.77	93459	560754	2.74405	14.979	0.000781171	-7.47953	13.7727	-7.4779	-13.742	46.2861	354.551	
25	8.33891e-06	1472.76	93692.7	562156	2.76766	14.9792	0.000781364	-7.47963	13.7727	-7.478	-13.742	46.2865	360.576	
25.5	8.42251e-06	1472.75	93911.5	563469	2.79106	14.9794	0.000781664	-7.47973	13.7728	-7.4781	-13.7421	46.2869	366.602	
26	8.50419e-06	1472.73	94117.5	564705	2.81428	14.9796	0.000781852	-7.47983	13.7728	-7.47819	-13.7421	46.2873	372.629	
26.5	8.58383e-06	1472.72	94312.1	565873	2.8373	14.9798	0.000782103	-7.47993	13.7729	-7.47829	-13.7422	46.2877	378.657	
27	8.66171e-06	1472.71	94494.5	566967	2.86015	14.98	0.000782336	-7.48003	13.773	-7.47839	-13.7423	46.2881	384.685	
27.5	8.73737e-06	1472.7	94664	567984	2.88281	14.9801	0.000782571	-7.48012	13.773	-7.47849	-13.7423	46.2885	390.714	
28	8.81149e-06	1472.68	94822.3	568934	2.9053	14.9803	0.000782799	-7.48022	13.7731	-7.47859	-13.7424	46.2889	396.743	
28.5	8.8837e-06	1472.67	94970.2	569821	2.92762	14.9805	0.000783026	-7.48032	13.7732	-7.47869	-13.7425	46.2893	402.773	
29	8.95365e-06	1472.66	95107.3	570644	2.94977	14.9807	0.00078325	-7.48042	13.7732	-7.47878	-13.7425	46.2897	408.804	
29.5	9.0212e-06	1472.64	95235.4	571412	2.97176	14.9809	0.000783464	-7.48052	13.7733	-7.47888	-13.7426	46.2901	414.836	
30	9.08808e-06	1472.63	95355.6	572134	2.99359	14.9811	0.000783688	-7.48062	13.7734	-7.47898	-13.7427	46.2905	420.868	
30.5	9.15322e-06	1472.62	95467	572802	3.01526	14.9813	0.000783895	-7.48073	13.7734	-7.47908	-13.7427	46.2909	426.902	
31	9.21572e-06	1472.6	95570.5	573423	3.03679	14.9815	0.000784106	-7.48083	13.7735	-7.47919	-13.7428	46.2913	432.935	
31.5	9.27692e-06	1472.59	95666.4	573998	3.05816	14.9817	0.000784312	-7.48093	13.7736	-7.47929	-13.7429	46.2917	438.97	
32	9.33648e-06	1472.58	95754.7	574528	3.07938	14.9819	0.000784515	-7.48103	13.7736	-7.47939	-13.7429	46.2921	445.005	
32.5	9.39447e-06	1472.56	95836.1	575017	3.10047	14.9821	0.000784715	-7.48113	13.7737	-7.47949	-13.743	46.2926	451.041	
33	9.44984e-06	1472.55	95911.1	575466	3.12141	14.9823	0.000784911	-7.48124	13.7738	-7.47959	-13.7431	46.293	457.078	
33.5	9.50427e-06	1472.53	95979.8	575879	3.14221	14.9825	0.000785103	-7.48134	13.7739	-7.47969	-13.7432	46.2934	463.115	
34	9.55767e-06	1472.52	96042.7	576256	3.16288	14.9827	0.000785293	-7.48144	13.7739	-7.4798	-13.7432	46.2939	469.154	
34.5	9.60867e-06	1472.51	96100.5	576603	3.18342	14.9829	0.000785479	-7.48155	13.774	-7.4799	-13.7433	46.2943	475.193	
35	9.65889e-06	1472.49	96154.4	576927	3.20383	14.9831	0.000785662	-7.48165	13.7741	-7.48	-13.7434	46.2947	481.232	
35.5	9.70666e-06	1472.48	96204.1	577224	3.22411	14.9833	0.000785842	-7.48176	13.7742	-7.48011	-13.7435	46.2952	487.273	
36	9.75391e-06	1472.46	96248.3	577490	3.24426	14.9835	0.000786018	-7.48186	13.7743	-7.48021	-13.7436	46.2956	493.314	
36.5	9.79904e-06	1472.45	96287	577722	3.2643	14.9837	0.000786192	-7.48197	13.7743	-7.48031	-13.7436	46.2961	499.356	
37	9.84308e-06	1472.43	96320.9	577925	3.28421	14.9839	0.000786361	-7.48207	13.7744	-7.48042	-13.7437	46.2965	505.399	
37.5	9.88538e-06	1472.42	96350.2	578101	3.30401	14.9841	0.000786526	-7.48218	13.7745	-7.48052	-13.7438	46.297	511.442	
38	9.92662e-06	1472.4	96375.4	578252	3.32368	14.9843	0.000786689	-7.48228	13.7746	-7.48063	-13.7439	46.2974	517.487	
38.5	9.96651e-06	1472.39	96396.7	578380	3.34325	14.9845	0.000786847	-7.48239	13.7747	-7.48073	-13.744	46.2979	523.532	
39	1.00041e-05	1472.37	96413.7	578482	3.3627	14.9847	0.000787003	-7.4825	13.7748	-7.48084	-13.7441	46.2984	529.577	
39.5	1.00404e-05	1472.36	96426.8	578561	3.38205	14.9849	0.000787155	-7.4826	13.7749	-7.48095	-13.7442	46.2988	535.624	
40	1.00767e-05	1472.35	96436.4	578619	3.40128	14.9851	0.000787303	-7.48271	13.7749	-7.48105	-13.7442	46.2993	541.671	
40.5	1.01105e-05	1472.33	96442.7	578656	3.42041	14.9853	0.000787448	-7.48282	13.775	-7.48116	-13.7443	46.2998	547.719	
41	1.0144e-05	1472.32	96445.8	578675	3.43944	14.9855	0.00078759	-7.48293	13.7751	-7.48127	-13.7444	46.3002	553.768	
41.5	1.01752e-05	1472.3	96446.7	578680	3.45836	14.9857	0.000787729	-7.48304	13.7752	-7.48138	-13.7445	46.3007	559.818	
42	1.02067e-05	1472.29	96445.9	578676	3.47718	14.9859	0.000787864	-7.48315	13.7753	-7.48148	-13.7446	46.3012	565.868	
42.5	1.02352e-05	1472.27	96443.2	578659	3.4959	14.9861	0.000787991	-7.48326	13.7754	-7.48159	-13.7447	46.3017	571.919	
43	1.02641e-05	1472.26	96438.5	578631	3.51453	14.9863	0.000788119	-7.48337	13.7755	-7.4817	-13.7448	46.3022	577.971	
43.5	1.02903e-05	1472.24	96431.6	578590	3.53305	14.9866	0.000788245	-7.48348	13.7756	-7.48181	-13.7449	46.3027	584.024	
44	1.03165e-05	1472.22	96421	578526	3.55149	14.9868	0.000788367	-7.48359	13.7757	-7.48192	-13.745	46.3032	590.077	
44.5	1.03416e-05	1472.21	96406.9	578441	3.56982	14.987	0.000788487	-7.4837	13.7758	-7.48203	-13.7451	46.3036	596.132	
45	1.03656e-05	1472.19	96390.3	578342	3.58807	14.9872	0.000788604	-7.48381	13.7759	-7.48214	-13.7452	46.3041	602.187	
45.5	1.03878e-05	1472.18	96371.8	578231	3.60623	14.9874	0.000788718	-7.48392	13.776	-7.48225	-13.7453	46.3046	608.242	
46	1.04095e-05	1472.16	96351.3	578108	3.6243	14.9876	0.000788829	-7.48403	13.7761	-7.48236	-13.7454	46.3051	614.299	
46.5	1.04297e-05	1472.15	96329	577974	3.64228	14.9878	0.000788938	-7.48415	13.7762	-7.48247	-13.7455	46.3057	620.356	
47	1.0449e-05	1472.13	96304.8	577829	3.66017	14.9881	0.000789044	-7.48426	13.7763	-7.48259	-13.7456	46.3062	626.415	
47.5	1.04673e-05	1472.12	96278.8	577673	3.67798	14.9883	0.000789147	-7.48437	13.7764	-7.4827	-13.7457	46.3067	632.474	
48	1.04846e-05	1472.1	96251	577506	3.6957	14.9885	0.000789247	-7.48449	13.7765	-7.48281	-13.7458	46.3072	638.533	
48.5	1.05011e-05	1472.09	96222.1	577333	3.71334	14.9887	0.000789344	-7.4846	13.7766	-7.48292	-13.7459	46.3077	644.594	
49	1.05164e-05	1472.07	96192.4	577155	3.7309	14.9889	0.000789433	-7.48471	13.7767	-7.48304	-13.746	46.3082	650.655	
49.5	1.05311e-05	1472.06	96160.9	576966	3.74838	14.9891	0.000789524	-7.48483	13.7769	-7.48315	-13.7461	46.3087	656.717	
50	1.05449e-05	1472.04	96126.6	576760	3.76578	14.9894	0.000789614	-7.48494	13.777	-7.48326	-13.7463	46.3093	662.78	
50.5	1.05579e-05	1472.02	96090.4	576542	3.7831	14.9896	0.000789699	-7.48506	13.7771	-7.48338	-13.7464	46.3098	668.844	
51	1.05687e-05	1472.01	96053.9	576324	3.80035	14.9898	0.000789783	-7.48517	13.7772	-7.48349	-13.7465	46.3103	674.908	
51.5	1.05805e-05	1471.99	96016.4	576099	3.81752	14.99	0.000789863	-7.48529	13.7773	-7.48361	-13.7466	46.3109	680.973	
52	1.0591e-05	1471.98	95977.5	575865	3.83461	14.9903	0.000789941	-7.48541	13.7774	-7.48372	-13.7467	46.3114	687.039	
52.5	1.06007e-05	1471.96	95936.8	575621	3.85163	14.9905	0.000790016	-7.48552	13.7775	-7.48384	-13.7468	46.3119	693.106	
53	1.06095e-05	1471.95	95893.9	575363	3.86857	14.9907	0.000790088	-7.48564	13.7776	-7.48395	-13.7469	46.3125	699.174	
53.5	1.06175e-05	1471.93	95850.1	575101	3.88545	14.9909	0.000790157	-7.48576	13.7778	-7.48407	-13.747	46.313	705.242	
54	1.06247e-05	1471.92	95805.6	574834	3.90225	14.9912	0.000790224	-7.48588	13.7779	-7.48419	-13.7472	46.3136	711.311	
54.5	1.06311e-05	1471.9	95759.8	574559	3.91898	14.9914	0.000790289	-7.48599	13.778	-7.4843	-13.7473	46.3141	717.381	
55	1.06365e-05	1471.88	95712.6	574276	3.93564	14.9916	0.000790351	-7.48611	13.7781	-7.48442	-13.7474	46.3147	723.452	
55.5	1.06415e-05	1471.87	95664.3	573986	3.95224	14.9918	0.00079041	-7.48623	13.7782	-7.48454	-13.7475	46.3152	729.523	
56	1.06458e-05	1471.85	95615.2	573691	3.96876	14.9921	0.000790467	-7.48635	13.7784	-7.48466	-13.7476	46.3158	735.596	
56.5	1.06495e-05	1471.84	95565.3	573392	3.98522	14.9923	0.000790521	-7.48647	13.7785	-7.48477	-13.7478	46.3164	741.669	
57	1.06522e-05	1471.82	95514.5	573087	4.00161	14.9925	0.000790572	-7.48659	13.7786	-7.48489	-13.7479	46.3169	747.743	
57.5	1.06545e-05	1471.81	95462.9	572777	4.01794	14.9928	0.000790621	-7.48671	13.7787	-7.48501	-13.748	46.3175	753.817	
58	1.06566e-05	1471.79	95410.3	572462	4.0342	14.993	0.000790668	-7.48683	13.7789	-7.48513	-13.7481	46.3181	759.893	
58.5	1.06575e-05	1471.77	95356.9	572141	4.0504	14.9932	0.000790712	-7.48695	13.779	-7.48525	-13.7483	46.3186	765.969	
59	1.06583e-05	1471.76	95302.8	571817	4.06654	14.9935	0.000790754	-7.48707	13.7791	-7.48537	-13.7484	46.3192	772.046	
59.5	1.0658e-05	1471.74	95248.8	571493	4.08261	14.9937	0.000790794	-7.4872	13.7793	-7.48549	-13.7485	46.3198	778.124	
60	1.06581e-05	1471.73	95194.9	571170	4.09863	14.9939	0.000790831	-7.48732	13.7794	-7.48561	-13.7487	46.3204	784.202	
60.5	1.06567e-05	1471.71	95140.4	570842	4.11458	14.9942	0.000790865	-7.48744	13.7795	-7.48573	-13.7488	46.321	790.282	
61	1.06559e-05	1471.7	95084.8	570509	4.13047	14.9944	0.000790898	-7.48756	13.7796	-7.48585	-13.7489	46.3215	796.362	
61.5	1.06519e-05	1471.68	95027.9	570168	4.1463	14.9946	0.000790928	-7.48769	13.7798	-7.48598	-13.749	46.3221	802.443	
62	1.06501e-05	1471.66	94970.1	569821	4.16208	14.9949	0.000790956	-7.48781	13.7799	-7.4861	-13.7492	46.3227	808.525	
62.5	1.06466e-05	1471.65	94911.8	569471	4.17779	14.9951	0.000790981	-7.48793	13.7801	-7.48622	-13.7493	46.3233	814.607	
63	1.06432e-05	1471.63	94853.9	569123	4.19345	14.9953	0.000791005	-7.48806	13.7802	-7.48634	-13.7495	46.3239	820.69	
63.5	1.06387e-05	1471.62	94797.3	568784	4.20905	14.9956	0.000791026	-7.48818	13.7803	-7.48647	-13.7496	46.3245	826.774	
64	1.06347e-05	1471.6	94741.5	568449	4.2246	14.9958	0.000791045	-7.48831	13.7805	-7.48659	-13.7497	46.3251	832.859	
64.5	1.06297e-05	1471.59	94685.3	568112	4.24009	14.9961	0.000791061	-7.48843	13.7806	-7.48671	-13.7499	46.3257	838.945	
65	1.06243e-05	1471.57	94628	567768	4.25552	14.9963	0.000791076	-7.48856	13.7807	-7.48684	-13.75	46.3263	845.031	
65.5	1.06187e-05	1471.56	94569.4	567416	4.2709	14.9965	0.000791088	-7.48869	13.7809	-7.48696	-13.7501	46.3269	851.118	
66	1.0613e-05	1471.54	94509.3	567056	4.28623	14.9968	0.000791098	-7.48881	13.781	-7.48709	-13.7503	46.3276	857.206	
66.5	1.06057e-05	1471.52	94448.3	566690	4.3015	14.997	0.000791106	-7.48894	13.7812	-7.48721	-13.7504	46.3282	863.295	
67	1.05985e-05	1471.51	94386.5	566319	4.31672	14.9973	0.000791112	-7.48907	13.7813	-7.48734	-13.7506	46.3288	869.385	
67.5	1.05922e-05	1471.49	94324.2	565945	4.33189	14.9975	0.000791116	-7.48919	13.7815	-7.48746	-13.7507	46.3294	875.475	
68	1.05847e-05	1471.48	94261.5	565569	4.34701	14.9978	0.000791117	-7.48932	13.7816	-7.48759	-13.7509	46.33	881.566	
68.5	1.05763e-05	1471.46	94198.6	565192	4.36208	14.998	0.000791116	-7.48945	13.7818	-7.48772	-13.751	46.3307	887.658	
69	1.05684e-05	1471.45	94135.8	564815	4.37709	14.9983	0.000791113	-7.48958	13.7819	-7.48784	-13.7511	46.3313	893.75	
69.5	1.05602e-05	1471.43	94073	564438	4.39206	14.9985	0.000791108	-7.48971	13.782	-7.48797	-13.7513	46.3319	899.844	
70	1.05519e-05	1471.41	94009.8	564059	4.40697	14.9988	0.0007911	-7.48984	13.7822	-7.4881	-13.7514	46.3326	905.938	
70.5	1.05414e-05	1471.4	93946	563676	4.42184	14.999	0.00079109	-7.48996	13.7823	-7.48823	-13.7516	46.3332	912.033	
71	1.05326e-05	1471.38	93881.7	563290	4.43666	14.9993	0.000791074	-7.49009	13.7825	-7.48836	-13.7517	46.3338	918.128	
71.5	1.05233e-05	1471.37	93817.2	562903	4.45143	14.9995	0.000791059	-7.49022	13.7827	-7.48848	-13.7519	46.3345	924.225	
72	1.05123e-05	1471.35	93752.4	562515	4.46615	14.9998	0.000791042	-7.49035	13.7828	-7.48861	-13.752	46.3351	930.322	
72.5	1.05018e-05	1471.34	93687.6	562126	4.48083	15	0.000791023	-7.49049	13.783	-7.48874	-13.7522	46.3358	936.42	
73	1.04914e-05	1471.32	93623	561738	4.49546	15.0003	0.000791003	-7.49062	13.7831	-7.48887	-13.7524	46.3364	942.519	
73.5	1.04811e-05	1471.31	93558.6	561352	4.51004	15.0005	0.00079098	-7.49075	13.7833	-7.489	-13.7525	46.3371	948.618	
74	1.04702e-05	1471.29	93494.3	560966	4.52458	15.0008	0.000790955	-7.49088	13.7834	-7.48913	-13.7527	46.3377	954.718	
74.5	1.04596e-05	1471.28	93429.6	560578	4.53907	15.001	0.000790928	-7.49101	13.7836	-7.48926	-13.7528	46.3384	960.819	
75	1.04482e-05	1471.26	93364.3	560186	4.55352	15.0013	0.0007909	-7.49115	13.7837	-7.48939	-13.753	46.339	966.921	
75.5	1.04368e-05	1471.25	93298.7	559792	4.56792	15.0015	0.000790869	-7.49128	13.7839	-7.48953	-13.7531	46.3397	973.024	
76	1.04242e-05	1471.23	93233	559398	4.58228	15.0018	0.000790837	-7.49141	13.7841	-7.48966	-13.7533	46.3404	979.127	
76.5	1.04125e-05	1471.21	93167	559002	4.5966	15.002	0.000790803	-7.49154	13.7842	-7.48979	-13.7535	46.341	985.231	
77	1.04007e-05	1471.2	93100.5	558603	4.61087	15.0023	0.000790766	-7.49168	13.7844	-7.48992	-13.7536	46.3417	991.336	
77.5	1.03884e-05	1471.18	93033.6	558202	4.6251	15.0026	0.000790728	-7.49181	13.7846	-7.49005	-13.7538	46.3424	997.441	
78	1.03754e-05	1471.17	92966.4	557798	4.63929	15.0028	0.000790688	-7.49195	13.7847	-7.49019	-13.7539	46.3431	1003.55	
78.5	1.0364e-05	1471.15	92899.1	557395	4.65343	15.0031	0.000790646	-7.49208	13.7849	-7.49032	-13.7541	46.3437	1009.65	
79	1.03501e-05	1471.14	92832.1	556993	4.66754	15.0033	0.000790601	-7.49222	13.785	-7.49045	-13.7543	46.3444	1015.76	
79.5	1.03373e-05	1471.12	92765.6	556594	4.6816	15.0036	0.000790556	-7.49235	13.7852	-7.49059	-13.7544	46.3451	1021.87	
80	1.03249e-05	1471.11	92699.4	556196	4.69562	15.0039	0.000790508	-7.49249	13.7854	-7.49072	-13.7546	46.3458	1027.98	
80.5	1.03118e-05	1471.09	92632.8	555797	4.7096	15.0041	0.000790458	-7.49263	13.7856	-7.49086	-13.7548	46.3465	1034.09	
81	1.02982e-05	1471.08	92565.5	555393	4.72354	15.0044	0.000790407	-7.49276	13.7857	-7.49099	-13.7549	46.3472	1040.2	
81.5	1.02847e-05	1471.06	92497.6	554985	4.73744	15.0047	0.000790354	-7.4929	13.7859	-7.49113	-13.7551	46.3479	1046.31	
82	1.02712e-05	1471.05	92429.5	554577	4.7513	15.0049	0.000790299	-7.49304	13.7861	-7.49126	-13.7553	46.3486	1052.43	
82.5	1.02577e-05	1471.03	92361.4	554168	4.76512	15.0052	0.000790242	-7.49317	13.7862	-7.4914	-13.7554	46.3493	1058.54	
83	1.02445e-05	1471.02	92293.5	553761	4.77891	15.0054	0.000790184	-7.49331	13.7864	-7.49154	-13.7556	46.35	1064.65	
83.5	1.02308e-05	1471	92226.2	553357	4.79265	15.0057	0.000790124	-7.49345	13.7866	-7.49167	-13.7558	46.3507	1070.77	
84	1.02156e-05	1470.99	92159.2	552955	4.80636	15.006	0.000790063	-7.49359	13.7868	-7.49181	-13.756	46.3514	1076.88	
84.5	1.02025e-05	1470.97	92092	552552	4.82003	15.0062	0.00079	-7.49373	13.7869	-7.49195	-13.7561	46.3521	1083	
85	1.01876e-05	1470.96	92024.4	552146	4.83366	15.0065	0.000789935	-7.49387	13.7871	-7.49208	-13.7563	46.3528	1089.11	
85.5	1.0174e-05	1470.94	91956.7	551740	4.84725	15.0068	0.000789868	-7.49401	13.7873	-7.49222	-13.7565	46.3535	1095.23	
86	1.01602e-05	1470.93	91889.6	551338	4.86081	15.0071	0.0007898	-7.49415	13.7875	-7.49236	-13.7567	46.3542	1101.35	
86.5	1.01461e-05	1470.91	91822.7	550936	4.87433	15.0073	0.00078973	-7.49429	13.7876	-7.4925	-13.7568	46.3549	1107.47	
87	1.0131e-05	1470.9	91755.4	550533	4.88781	15.0076	0.000789658	-7.49443	13.7878	-7.49264	-13.757	46.3557	1113.59	
87.5	1.01167e-05	1470.88	91687.9	550127	4.90126	15.0079	0.000789585	-7.49457	13.788	-7.49278	-13.7572	46.3564	1119.71	
88	1.01026e-05	1470.87	91620.1	549720	4.91467	15.0081	0.00078951	-7.49471	13.7882	-7.49292	-13.7574	46.3571	1125.83	
