t	DToutletrel	Toutlet	PhiFreeSurf	Ithermique	Phi0	IElecSR	IElecSI	IElecTR	IElecTI	IElecRR	IElecRI	ITotal	PElec	
838.5	2.28247e-06	1461.09	74163.2	444979	8.61231	48.7768	0.0367757	-24.3598	41.6198	-24.3245	-41.583	145.175	10774.5	
839	2.28319e-06	1461.08	74148	444888	8.61477	48.7788	0.0367775	-24.3608	41.6215	-24.3255	-41.5847	145.181	10781.1	
839.5	2.2839e-06	1461.08	74132.8	444797	8.61723	48.7808	0.0367794	-24.3618	41.6232	-24.3265	-41.5865	145.187	10787.7	
840	2.28459e-06	1461.08	74117.6	444706	8.61969	48.7828	0.0367813	-24.3628	41.625	-24.3275	-41.5882	145.193	10794.3	
840.5	2.28527e-06	1461.07	74102.4	444615	8.62215	48.7849	0.0367832	-24.3638	41.6267	-24.3285	-41.5899	145.199	10800.9	
841	2.28594e-06	1461.07	74087.3	444524	8.62461	48.7869	0.0367851	-24.3649	41.6284	-24.3295	-41.5916	145.205	10807.5	
841.5	2.2866e-06	1461.07	74072.2	444433	8.62707	48.7889	0.036787	-24.3659	41.6301	-24.3305	-41.5933	145.211	10814.1	
842	2.28724e-06	1461.06	74057.2	444343	8.62953	48.7909	0.0367888	-24.3669	41.6319	-24.3315	-41.5951	145.217	10820.7	
842.5	2.28787e-06	1461.06	74042.2	444253	8.63198	48.793	0.0367907	-24.3679	41.6336	-24.3325	-41.5968	145.223	10827.3	
843	2.28848e-06	1461.06	74027.2	444163	8.63444	48.795	0.0367926	-24.3689	41.6353	-24.3335	-41.5985	145.229	10833.9	
843.5	2.28908e-06	1461.05	74012.2	444073	8.63689	48.797	0.0367945	-24.3699	41.637	-24.3346	-41.6002	145.235	10840.5	
844	2.28966e-06	1461.05	73997.3	443984	8.63935	48.799	0.0367964	-24.3709	41.6388	-24.3356	-41.602	145.241	10847.1	
844.5	2.29024e-06	1461.05	73982.4	443894	8.6418	48.8011	0.0367983	-24.3719	41.6405	-24.3366	-41.6037	145.247	10853.7	
845	2.29079e-06	1461.04	73967.6	443805	8.64425	48.8031	0.0368002	-24.3729	41.6422	-24.3376	-41.6054	145.253	10860.4	
845.5	2.29134e-06	1461.04	73952.7	443716	8.6467	48.8051	0.0368021	-24.374	41.6439	-24.3386	-41.6071	145.259	10867	
846	2.29186e-06	1461.04	73938	443628	8.64915	48.8072	0.036804	-24.375	41.6457	-24.3396	-41.6089	145.265	10873.6	
846.5	2.29238e-06	1461.03	73923.2	443539	8.6516	48.8092	0.0368059	-24.376	41.6474	-24.3406	-41.6106	145.271	10880.2	
847	2.29288e-06	1461.03	73908.5	443451	8.65405	48.8112	0.0368078	-24.377	41.6491	-24.3416	-41.6123	145.277	10886.8	
847.5	2.29337e-06	1461.03	73893.8	443363	8.6565	48.8133	0.0368097	-24.378	41.6509	-24.3426	-41.6141	145.283	10893.4	
848	2.29385e-06	1461.02	73879.2	443275	8.65894	48.8153	0.0368116	-24.379	41.6526	-24.3437	-41.6158	145.289	10900	
848.5	2.29431e-06	1461.02	73864.6	443187	8.66139	48.8173	0.0368134	-24.38	41.6543	-24.3447	-41.6175	145.295	10906.6	
849	2.29476e-06	1461.02	73850	443100	8.66383	48.8194	0.0368153	-24.3811	41.6561	-24.3457	-41.6193	145.301	10913.2	
849.5	2.2952e-06	1461.01	73835.5	443013	8.66628	48.8214	0.0368172	-24.3821	41.6578	-24.3467	-41.621	145.307	10919.8	
850	2.29562e-06	1461.01	73821	442926	8.66872	48.8235	0.0368191	-24.3831	41.6596	-24.3477	-41.6227	145.313	10926.4	
850.5	2.29603e-06	1461.01	73806.5	442839	8.67116	48.8255	0.0368211	-24.3841	41.6613	-24.3487	-41.6245	145.319	10933	
851	2.29643e-06	1461	73792.1	442752	8.6736	48.8275	0.036823	-24.3851	41.663	-24.3497	-41.6262	145.326	10939.7	
851.5	2.29681e-06	1461	73777.7	442666	8.67604	48.8296	0.0368249	-24.3862	41.6648	-24.3508	-41.6279	145.332	10946.3	
852	2.29718e-06	1461	73763.4	442580	8.67848	48.8316	0.0368268	-24.3872	41.6665	-24.3518	-41.6297	145.338	10952.9	
852.5	2.29755e-06	1460.99	73749	442494	8.68092	48.8337	0.0368287	-24.3882	41.6682	-24.3528	-41.6314	145.344	10959.5	
853	2.29789e-06	1460.99	73734.8	442409	8.68336	48.8357	0.0368306	-24.3892	41.67	-24.3538	-41.6331	145.35	10966.1	
853.5	2.29823e-06	1460.99	73720.5	442323	8.68579	48.8378	0.0368325	-24.3902	41.6717	-24.3548	-41.6349	145.356	10972.7	
854	2.29856e-06	1460.98	73706.4	442238	8.68823	48.8398	0.0368344	-24.3912	41.6735	-24.3558	-41.6366	145.362	10979.3	
854.5	2.29888e-06	1460.98	73692.2	442153	8.69066	48.8419	0.0368363	-24.3923	41.6752	-24.3569	-41.6384	145.368	10985.9	
855	2.29918e-06	1460.98	73678.1	442069	8.6931	48.8439	0.0368382	-24.3933	41.677	-24.3579	-41.6401	145.374	10992.5	
855.5	2.29948e-06	1460.97	73664.1	441984	8.69553	48.8459	0.0368401	-24.3943	41.6787	-24.3589	-41.6418	145.38	10999.1	
856	2.29976e-06	1460.97	73650.1	441901	8.69796	48.848	0.036842	-24.3953	41.6804	-24.3599	-41.6436	145.386	11005.7	
856.5	2.30004e-06	1460.97	73636.1	441817	8.70039	48.85	0.036844	-24.3964	41.6822	-24.3609	-41.6453	145.392	11012.4	
857	2.3003e-06	1460.96	73622.3	441734	8.70282	48.8521	0.0368459	-24.3974	41.6839	-24.362	-41.6471	145.399	11019	
857.5	2.30056e-06	1460.96	73608.5	441651	8.70525	48.8541	0.0368478	-24.3984	41.6857	-24.363	-41.6488	145.405	11025.6	
858	2.30081e-06	1460.96	73594.8	441569	8.70768	48.8562	0.0368497	-24.3994	41.6874	-24.364	-41.6505	145.411	11032.2	
858.5	2.30105e-06	1460.95	73581.1	441487	8.71011	48.8583	0.0368516	-24.4004	41.6892	-24.365	-41.6523	145.417	11038.8	
859	2.30129e-06	1460.95	73567.6	441406	8.71254	48.8603	0.0368535	-24.4015	41.6909	-24.366	-41.654	145.423	11045.4	
859.5	2.30151e-06	1460.95	73554.1	441325	8.71496	48.8624	0.0368555	-24.4025	41.6927	-24.3671	-41.6558	145.429	11052	
860	2.30171e-06	1460.94	73540.6	441244	8.71739	48.8644	0.0368574	-24.4035	41.6944	-24.3681	-41.6575	145.435	11058.6	
860.5	2.30189e-06	1460.94	73527.2	441163	8.71981	48.8665	0.0368593	-24.4045	41.6962	-24.3691	-41.6593	145.441	11065.3	
861	2.30207e-06	1460.94	73513.7	441082	8.72223	48.8685	0.0368612	-24.4056	41.6979	-24.3701	-41.661	145.447	11071.9	
861.5	2.30224e-06	1460.93	73500.2	441001	8.72466	48.8706	0.0368631	-24.4066	41.6997	-24.3712	-41.6628	145.453	11078.5	
862	2.30241e-06	1460.93	73486.7	440920	8.72708	48.8726	0.0368651	-24.4076	41.7014	-24.3722	-41.6645	145.46	11085.1	
862.5	2.30257e-06	1460.93	73473.2	440839	8.7295	48.8747	0.036867	-24.4087	41.7032	-24.3732	-41.6663	145.466	11091.7	
863	2.30272e-06	1460.92	73459.7	440758	8.73192	48.8768	0.0368689	-24.4097	41.7049	-24.3742	-41.668	145.472	11098.3	
863.5	2.30287e-06	1460.92	73446.2	440677	8.73434	48.8788	0.0368708	-24.4107	41.7067	-24.3753	-41.6698	145.478	11104.9	
864	2.30301e-06	1460.92	73432.6	440596	8.73675	48.8809	0.0368728	-24.4117	41.7084	-24.3763	-41.6715	145.484	11111.5	
864.5	2.30315e-06	1460.91	73419.1	440514	8.73917	48.883	0.0368747	-24.4128	41.7102	-24.3773	-41.6733	145.49	11118.2	
865	2.30327e-06	1460.91	73405.5	440433	8.74159	48.885	0.0368766	-24.4138	41.712	-24.3783	-41.675	145.496	11124.8	
865.5	2.30339e-06	1460.91	73391.9	440352	8.744	48.8871	0.0368786	-24.4148	41.7137	-24.3794	-41.6768	145.502	11131.4	
866	2.3035e-06	1460.9	73378.4	440270	8.74642	48.8891	0.0368805	-24.4159	41.7155	-24.3804	-41.6786	145.509	11138	
866.5	2.3036e-06	1460.9	73364.8	440189	8.74883	48.8912	0.0368824	-24.4169	41.7172	-24.3814	-41.6803	145.515	11144.6	
867	2.30369e-06	1460.9	73351.2	440107	8.75124	48.8933	0.0368844	-24.4179	41.719	-24.3824	-41.6821	145.521	11151.2	
867.5	2.30377e-06	1460.89	73337.6	440025	8.75366	48.8953	0.0368863	-24.4189	41.7208	-24.3835	-41.6838	145.527	11157.8	
868	2.30385e-06	1460.89	73324	439944	8.75607	48.8974	0.0368882	-24.42	41.7225	-24.3845	-41.6856	145.533	11164.5	
868.5	2.30391e-06	1460.89	73310.3	439862	8.75848	48.8995	0.0368902	-24.421	41.7243	-24.3855	-41.6873	145.539	11171.1	
869	2.30397e-06	1460.88	73296.7	439780	8.76089	48.9016	0.0368921	-24.422	41.726	-24.3866	-41.6891	145.545	11177.7	
869.5	2.30401e-06	1460.88	73283.1	439698	8.76329	48.9036	0.036894	-24.4231	41.7278	-24.3876	-41.6909	145.552	11184.3	
870	2.30405e-06	1460.88	73269.4	439616	8.7657	48.9057	0.036896	-24.4241	41.7296	-24.3886	-41.6926	145.558	11190.9	
870.5	2.30408e-06	1460.87	73255.7	439534	8.76811	48.9078	0.0368979	-24.4251	41.7313	-24.3897	-41.6944	145.564	11197.5	
871	2.3041e-06	1460.87	73242	439452	8.77051	48.9098	0.0368999	-24.4262	41.7331	-24.3907	-41.6961	145.57	11204.1	
871.5	2.30411e-06	1460.87	73228.3	439370	8.77292	48.9119	0.0369018	-24.4272	41.7349	-24.3917	-41.6979	145.576	11210.8	
872	2.30411e-06	1460.86	73214.6	439288	8.77532	48.914	0.0369037	-24.4282	41.7366	-24.3928	-41.6997	145.582	11217.4	
872.5	2.3041e-06	1460.86	73200.9	439206	8.77773	48.9161	0.0369057	-24.4293	41.7384	-24.3938	-41.7014	145.589	11224	
873	2.30408e-06	1460.86	73187.2	439123	8.78013	48.9181	0.0369076	-24.4303	41.7402	-24.3948	-41.7032	145.595	11230.6	
873.5	2.30406e-06	1460.85	73173.4	439041	8.78253	48.9202	0.0369096	-24.4314	41.7419	-24.3959	-41.705	145.601	11237.2	
874	2.30402e-06	1460.85	73159.7	438958	8.78493	48.9223	0.0369115	-24.4324	41.7437	-24.3969	-41.7067	145.607	11243.8	
874.5	2.30398e-06	1460.85	73145.9	438875	8.78733	48.9244	0.0369135	-24.4334	41.7455	-24.3979	-41.7085	145.613	11250.5	
875	2.30394e-06	1460.84	73132.1	438793	8.78973	48.9265	0.0369154	-24.4345	41.7472	-24.399	-41.7103	145.619	11257.1	
875.5	2.30388e-06	1460.84	73118.3	438710	8.79213	48.9285	0.0369174	-24.4355	41.749	-24.4	-41.712	145.626	11263.7	
876	2.30382e-06	1460.84	73104.5	438627	8.79452	48.9306	0.0369193	-24.4365	41.7508	-24.401	-41.7138	145.632	11270.3	
876.5	2.30376e-06	1460.83	73090.6	438544	8.79692	48.9327	0.0369213	-24.4376	41.7525	-24.4021	-41.7156	145.638	11276.9	
877	2.30369e-06	1460.83	73076.7	438460	8.79931	48.9348	0.0369232	-24.4386	41.7543	-24.4031	-41.7173	145.644	11283.5	
877.5	2.30361e-06	1460.83	73062.8	438377	8.80171	48.9369	0.0369252	-24.4397	41.7561	-24.4041	-41.7191	145.65	11290.2	
878	2.30353e-06	1460.82	73048.9	438293	8.8041	48.939	0.0369271	-24.4407	41.7579	-24.4052	-41.7209	145.657	11296.8	
878.5	2.30344e-06	1460.82	73035	438210	8.8065	48.941	0.0369291	-24.4417	41.7596	-24.4062	-41.7226	145.663	11303.4	
879	2.30335e-06	1460.82	73021	438126	8.80889	48.9431	0.036931	-24.4428	41.7614	-24.4072	-41.7244	145.669	11310	
879.5	2.30326e-06	1460.81	73007	438042	8.81128	48.9452	0.036933	-24.4438	41.7632	-24.4083	-41.7262	145.675	11316.6	
880	2.30316e-06	1460.81	72993.1	437958	8.81367	48.9473	0.0369349	-24.4449	41.765	-24.4093	-41.728	145.681	11323.3	
880.5	2.30305e-06	1460.8	72979.1	437874	8.81606	48.9494	0.0369369	-24.4459	41.7667	-24.4104	-41.7297	145.688	11329.9	
881	2.30295e-06	1460.8	72965	437790	8.81845	48.9515	0.0369389	-24.4469	41.7685	-24.4114	-41.7315	145.694	11336.5	
881.5	2.30283e-06	1460.8	72951	437706	8.82083	48.9536	0.0369408	-24.448	41.7703	-24.4124	-41.7333	145.7	11343.1	
882	2.30272e-06	1460.79	72937	437622	8.82322	48.9557	0.0369428	-24.449	41.7721	-24.4135	-41.7351	145.706	11349.7	
882.5	2.3026e-06	1460.79	72922.9	437538	8.82561	48.9577	0.0369447	-24.4501	41.7738	-24.4145	-41.7368	145.712	11356.4	
883	2.30247e-06	1460.79	72908.9	437453	8.82799	48.9598	0.0369467	-24.4511	41.7756	-24.4156	-41.7386	145.719	11363	
883.5	2.30234e-06	1460.78	72894.9	437369	8.83038	48.9619	0.0369487	-24.4522	41.7774	-24.4166	-41.7404	145.725	11369.6	
884	2.30221e-06	1460.78	72880.9	437285	8.83276	48.964	0.0369506	-24.4532	41.7792	-24.4176	-41.7422	145.731	11376.2	
884.5	2.30207e-06	1460.78	72866.8	437201	8.83514	48.9661	0.0369526	-24.4542	41.781	-24.4187	-41.7439	145.737	11382.8	
885	2.30192e-06	1460.77	72852.9	437117	8.83752	48.9682	0.0369546	-24.4553	41.7827	-24.4197	-41.7457	145.744	11389.5	
885.5	2.30177e-06	1460.77	72838.9	437033	8.8399	48.9703	0.0369565	-24.4563	41.7845	-24.4208	-41.7475	145.75	11396.1	
886	2.30161e-06	1460.77	72824.9	436950	8.84228	48.9724	0.0369585	-24.4574	41.7863	-24.4218	-41.7493	145.756	11402.7	
886.5	2.30145e-06	1460.76	72811	436866	8.84466	48.9745	0.0369605	-24.4584	41.7881	-24.4229	-41.7511	145.762	11409.3	
887	2.30129e-06	1460.76	72797.1	436783	8.84704	48.9766	0.0369624	-24.4595	41.7899	-24.4239	-41.7529	145.768	11415.9	
887.5	2.30113e-06	1460.76	72783.2	436699	8.84942	48.9787	0.0369644	-24.4605	41.7917	-24.4249	-41.7546	145.775	11422.6	
888	2.30097e-06	1460.75	72769.4	436616	8.8518	48.9808	0.0369664	-24.4616	41.7935	-24.426	-41.7564	145.781	11429.2	
888.5	2.30081e-06	1460.75	72755.5	436533	8.85417	48.9829	0.0369683	-24.4626	41.7952	-24.427	-41.7582	145.787	11435.8	
889	2.30066e-06	1460.75	72741.7	436450	8.85655	48.985	0.0369703	-24.4637	41.797	-24.4281	-41.76	145.793	11442.4	
889.5	2.30051e-06	1460.74	72727.9	436368	8.85892	48.9871	0.0369723	-24.4647	41.7988	-24.4291	-41.7618	145.8	11449	
890	2.30035e-06	1460.74	72714.2	436285	8.86129	48.9892	0.0369743	-24.4658	41.8006	-24.4302	-41.7636	145.806	11455.7	
890.5	2.30019e-06	1460.74	72700.5	436203	8.86367	48.9913	0.0369762	-24.4668	41.8024	-24.4312	-41.7653	145.812	11462.3	
891	2.3e-06	1460.73	72686.7	436120	8.86604	48.9934	0.0369782	-24.4679	41.8042	-24.4323	-41.7671	145.818	11468.9	
891.5	2.29981e-06	1460.73	72673.1	436038	8.86841	48.9955	0.0369802	-24.4689	41.806	-24.4333	-41.7689	145.825	11475.5	
892	2.2996e-06	1460.73	72659.4	435956	8.87078	48.9976	0.0369822	-24.47	41.8078	-24.4344	-41.7707	145.831	11482.2	
892.5	2.29937e-06	1460.72	72645.8	435875	8.87315	48.9997	0.0369841	-24.471	41.8096	-24.4354	-41.7725	145.837	11488.8	
893	2.29914e-06	1460.72	72632.2	435793	8.87552	49.0018	0.0369861	-24.4721	41.8113	-24.4365	-41.7743	145.843	11495.4	
893.5	2.29889e-06	1460.72	72618.6	435711	8.87788	49.0039	0.0369881	-24.4731	41.8131	-24.4375	-41.7761	145.85	11502	
894	2.29864e-06	1460.71	72605	435630	8.88025	49.0061	0.0369901	-24.4742	41.8149	-24.4386	-41.7779	145.856	11508.6	
894.5	2.29837e-06	1460.71	72591.5	435549	8.88261	49.0082	0.0369921	-24.4752	41.8167	-24.4396	-41.7797	145.862	11515.3	
895	2.29811e-06	1460.71	72578	435468	8.88498	49.0103	0.0369941	-24.4763	41.8185	-24.4407	-41.7814	145.868	11521.9	
895.5	2.29783e-06	1460.7	72564.5	435387	8.88734	49.0124	0.036996	-24.4773	41.8203	-24.4417	-41.7832	145.875	11528.5	
896	2.29756e-06	1460.7	72551	435306	8.88971	49.0145	0.036998	-24.4784	41.8221	-24.4428	-41.785	145.881	11535.1	
896.5	2.29727e-06	1460.7	72537.6	435226	8.89207	49.0166	0.037	-24.4794	41.8239	-24.4438	-41.7868	145.887	11541.8	
897	2.29699e-06	1460.69	72524.2	435145	8.89443	49.0187	0.037002	-24.4805	41.8257	-24.4449	-41.7886	145.894	11548.4	
897.5	2.29669e-06	1460.69	72510.8	435065	8.89679	49.0208	0.037004	-24.4815	41.8275	-24.4459	-41.7904	145.9	11555	
898	2.2964e-06	1460.69	72497.4	434985	8.89915	49.023	0.037006	-24.4826	41.8293	-24.447	-41.7922	145.906	11561.6	
898.5	2.2961e-06	1460.68	72484.1	434905	8.90151	49.0251	0.0370079	-24.4836	41.8311	-24.448	-41.794	145.912	11568.3	
899	2.2958e-06	1460.68	72470.8	434825	8.90387	49.0272	0.0370099	-24.4847	41.8329	-24.4491	-41.7958	145.919	11574.9	
899.5	2.2955e-06	1460.68	72457.5	434745	8.90623	49.0293	0.0370119	-24.4857	41.8347	-24.4501	-41.7976	145.925	11581.5	
900	2.29519e-06	1460.67	72444.3	434666	8.90858	49.0314	0.0370139	-24.4868	41.8365	-24.4512	-41.7994	145.931	11588.1	
900.5	2.29489e-06	1460.67	72431.1	434586	8.91094	49.0335	0.0370159	-24.4879	41.8383	-24.4522	-41.8012	145.938	11594.8	
901	2.29458e-06	1460.67	72417.9	434507	8.91329	49.0357	0.0370179	-24.4889	41.8401	-24.4533	-41.803	145.944	11601.4	
901.5	2.29426e-06	1460.66	72404.7	434428	8.91565	49.0378	0.0370199	-24.49	41.8419	-24.4543	-41.8048	145.95	11608	
902	2.29395e-06	1460.66	72391.6	434349	8.918	49.0399	0.0370219	-24.491	41.8437	-24.4554	-41.8066	145.956	11614.6	
902.5	2.29364e-06	1460.66	72378.5	434271	8.92035	49.042	0.0370239	-24.4921	41.8455	-24.4565	-41.8084	145.963	11621.3	
903	2.29332e-06	1460.65	72365.4	434192	8.9227	49.0441	0.0370259	-24.4931	41.8473	-24.4575	-41.8102	145.969	11627.9	
903.5	2.293e-06	1460.65	72352.3	434114	8.92506	49.0463	0.0370279	-24.4942	41.8491	-24.4586	-41.812	145.975	11634.5	
904	2.29268e-06	1460.65	72339.3	434036	8.92741	49.0484	0.0370299	-24.4953	41.8509	-24.4596	-41.8138	145.982	11641.2	
904.5	2.29236e-06	1460.64	72326.3	433958	8.92975	49.0505	0.0370319	-24.4963	41.8527	-24.4607	-41.8156	145.988	11647.8	
905	2.29204e-06	1460.64	72313.4	433880	8.9321	49.0526	0.0370339	-24.4974	41.8545	-24.4617	-41.8174	145.994	11654.4	
905.5	2.29173e-06	1460.64	72300.4	433802	8.93445	49.0548	0.0370359	-24.4984	41.8563	-24.4628	-41.8192	146.001	11661	
906	2.29141e-06	1460.63	72287.5	433725	8.9368	49.0569	0.0370379	-24.4995	41.8582	-24.4638	-41.821	146.007	11667.7	
906.5	2.29109e-06	1460.63	72274.6	433648	8.93914	49.059	0.0370399	-24.5006	41.86	-24.4649	-41.8228	146.013	11674.3	
907	2.29077e-06	1460.63	72261.8	433571	8.94149	49.0611	0.0370419	-24.5016	41.8618	-24.466	-41.8246	146.019	11680.9	
907.5	2.29045e-06	1460.62	72248.9	433494	8.94383	49.0633	0.0370439	-24.5027	41.8636	-24.467	-41.8264	146.026	11687.5	
908	2.29013e-06	1460.62	72236.1	433417	8.94618	49.0654	0.0370459	-24.5038	41.8654	-24.4681	-41.8282	146.032	11694.2	
908.5	2.28982e-06	1460.62	72223.3	433340	8.94852	49.0675	0.0370479	-24.5048	41.8672	-24.4691	-41.8301	146.038	11700.8	
909	2.2895e-06	1460.61	72210.5	433263	8.95086	49.0697	0.0370499	-24.5059	41.869	-24.4702	-41.8319	146.045	11707.4	
909.5	2.28919e-06	1460.61	72197.8	433187	8.9532	49.0718	0.0370519	-24.5069	41.8708	-24.4713	-41.8337	146.051	11714.1	
910	2.28887e-06	1460.61	72185	433110	8.95554	49.0739	0.0370539	-24.508	41.8726	-24.4723	-41.8355	146.057	11720.7	
910.5	2.28856e-06	1460.6	72172.3	433034	8.95788	49.0761	0.0370559	-24.5091	41.8745	-24.4734	-41.8373	146.064	11727.3	
911	2.28824e-06	1460.6	72159.5	432957	8.96022	49.0782	0.0370579	-24.5101	41.8763	-24.4744	-41.8391	146.07	11733.9	
911.5	2.28793e-06	1460.6	72146.8	432881	8.96256	49.0803	0.0370599	-24.5112	41.8781	-24.4755	-41.8409	146.076	11740.6	
912	2.28761e-06	1460.59	72134	432804	8.96489	49.0825	0.0370619	-24.5123	41.8799	-24.4766	-41.8427	146.083	11747.2	
912.5	2.2873e-06	1460.59	72121.2	432727	8.96723	49.0846	0.0370639	-24.5133	41.8817	-24.4776	-41.8445	146.089	11753.8	
913	2.28698e-06	1460.59	72108.3	432650	8.96956	49.0867	0.0370659	-24.5144	41.8835	-24.4787	-41.8463	146.095	11760.5	
913.5	2.28666e-06	1460.58	72095.4	432573	8.9719	49.0889	0.0370679	-24.5155	41.8853	-24.4798	-41.8482	146.102	11767.1	
914	2.28634e-06	1460.58	72082.5	432495	8.97423	49.091	0.0370699	-24.5165	41.8872	-24.4808	-41.85	146.108	11773.7	
914.5	2.28602e-06	1460.58	72069.5	432417	8.97656	49.0931	0.0370719	-24.5176	41.889	-24.4819	-41.8518	146.115	11780.4	
915	2.28569e-06	1460.57	72056.4	432338	8.9789	49.0953	0.037074	-24.5187	41.8908	-24.483	-41.8536	146.121	11787	
915.5	2.28535e-06	1460.57	72043.2	432259	8.98123	49.0974	0.037076	-24.5197	41.8926	-24.484	-41.8554	146.127	11793.6	
916	2.28501e-06	1460.57	72030	432180	8.98356	49.0996	0.037078	-24.5208	41.8944	-24.4851	-41.8572	146.134	11800.2	
916.5	2.28466e-06	1460.56	72016.6	432099	8.98589	49.1017	0.03708	-24.5219	41.8963	-24.4861	-41.8591	146.14	11806.9	
917	2.2843e-06	1460.56	72003.1	432019	8.98822	49.1039	0.037082	-24.5229	41.8981	-24.4872	-41.8609	146.146	11813.5	
917.5	2.28394e-06	1460.56	71989.5	431937	8.99054	49.106	0.037084	-24.524	41.8999	-24.4883	-41.8627	146.153	11820.1	
918	2.28358e-06	1460.55	71975.8	431855	8.99287	49.1081	0.037086	-24.5251	41.9017	-24.4893	-41.8645	146.159	11826.8	
918.5	2.28322e-06	1460.55	71962.1	431773	8.9952	49.1103	0.0370881	-24.5261	41.9035	-24.4904	-41.8663	146.165	11833.4	
919	2.28287e-06	1460.55	71948.4	431690	8.99752	49.1124	0.0370901	-24.5272	41.9054	-24.4915	-41.8682	146.172	11840	
919.5	2.28252e-06	1460.54	71934.7	431608	8.99985	49.1146	0.0370921	-24.5283	41.9072	-24.4925	-41.87	146.178	11846.7	
920	2.28216e-06	1460.54	71921.1	431527	9.00217	49.1167	0.0370941	-24.5293	41.909	-24.4936	-41.8718	146.185	11853.3	
920.5	2.28179e-06	1460.54	71907.6	431445	9.0045	49.1189	0.0370961	-24.5304	41.9108	-24.4947	-41.8736	146.191	11859.9	
921	2.28142e-06	1460.53	71894.1	431364	9.00682	49.121	0.0370981	-24.5315	41.9127	-24.4958	-41.8754	146.197	11866.6	
921.5	2.28104e-06	1460.53	71880.6	431284	9.00914	49.1232	0.0371002	-24.5326	41.9145	-24.4968	-41.8773	146.204	11873.2	
922	2.28067e-06	1460.53	71867.2	431203	9.01146	49.1253	0.0371022	-24.5336	41.9163	-24.4979	-41.8791	146.21	11879.8	
922.5	2.28029e-06	1460.52	71853.8	431123	9.01378	49.1275	0.0371042	-24.5347	41.9181	-24.499	-41.8809	146.216	11886.5	
923	2.2799e-06	1460.52	71840.5	431043	9.0161	49.1296	0.0371062	-24.5358	41.92	-24.5	-41.8827	146.223	11893.1	
923.5	2.27952e-06	1460.52	71827.1	430963	9.01842	49.1318	0.0371083	-24.5368	41.9218	-24.5011	-41.8846	146.229	11899.7	
924	2.27913e-06	1460.51	71813.8	430883	9.02074	49.1339	0.0371103	-24.5379	41.9236	-24.5022	-41.8864	146.236	11906.4	
924.5	2.27874e-06	1460.51	71800.6	430803	9.02305	49.1361	0.0371123	-24.539	41.9255	-24.5032	-41.8882	146.242	11913	
925	2.27835e-06	1460.51	71787.3	430724	9.02537	49.1382	0.0371143	-24.5401	41.9273	-24.5043	-41.89	146.248	11919.6	
925.5	2.27795e-06	1460.5	71774.1	430644	9.02768	49.1404	0.0371164	-24.5411	41.9291	-24.5054	-41.8919	146.255	11926.3	
926	2.27755e-06	1460.5	71760.8	430565	9.03	49.1425	0.0371184	-24.5422	41.9309	-24.5065	-41.8937	146.261	11932.9	
926.5	2.27715e-06	1460.5	71747.6	430486	9.03231	49.1447	0.0371204	-24.5433	41.9328	-24.5075	-41.8955	146.268	11939.5	
927	2.27674e-06	1460.49	71734.4	430407	9.03462	49.1468	0.0371224	-24.5444	41.9346	-24.5086	-41.8973	146.274	11946.2	
927.5	2.27633e-06	1460.49	71721.3	430328	9.03694	49.149	0.0371245	-24.5454	41.9364	-24.5097	-41.8992	146.28	11952.8	
928	2.27592e-06	1460.49	71708.1	430249	9.03925	49.1512	0.0371265	-24.5465	41.9383	-24.5108	-41.901	146.287	11959.4	
928.5	2.27551e-06	1460.48	71694.9	430170	9.04156	49.1533	0.0371285	-24.5476	41.9401	-24.5118	-41.9028	146.293	11966.1	
929	2.27509e-06	1460.48	71681.8	430091	9.04387	49.1555	0.0371306	-24.5487	41.9419	-24.5129	-41.9047	146.3	11972.7	
929.5	2.27467e-06	1460.48	71668.7	430012	9.04618	49.1576	0.0371326	-24.5497	41.9438	-24.514	-41.9065	146.306	11979.3	
930	2.27425e-06	1460.47	71655.5	429933	9.04848	49.1598	0.0371346	-24.5508	41.9456	-24.515	-41.9083	146.312	11986	
930.5	2.27382e-06	1460.47	71642.4	429855	9.05079	49.162	0.0371366	-24.5519	41.9474	-24.5161	-41.9102	146.319	11992.6	
931	2.27339e-06	1460.47	71629.3	429776	9.0531	49.1641	0.0371387	-24.553	41.9493	-24.5172	-41.912	146.325	11999.2	
931.5	2.27295e-06	1460.46	71616.2	429697	9.0554	49.1663	0.0371407	-24.5541	41.9511	-24.5183	-41.9138	146.332	12005.9	
932	2.27251e-06	1460.46	71603.2	429619	9.05771	49.1684	0.0371427	-24.5551	41.953	-24.5194	-41.9157	146.338	12012.5	
932.5	2.27207e-06	1460.46	71590.1	429541	9.06001	49.1706	0.0371448	-24.5562	41.9548	-24.5204	-41.9175	146.344	12019.2	
933	2.27162e-06	1460.45	71577	429462	9.06232	49.1728	0.0371468	-24.5573	41.9566	-24.5215	-41.9193	146.351	12025.8	
933.5	2.27116e-06	1460.45	71564	429384	9.06462	49.1749	0.0371488	-24.5584	41.9585	-24.5226	-41.9212	146.357	12032.4	
934	2.2707e-06	1460.45	71551	429306	9.06692	49.1771	0.0371509	-24.5595	41.9603	-24.5237	-41.923	146.364	12039.1	
934.5	2.27023e-06	1460.44	71537.9	429228	9.06922	49.1793	0.0371529	-24.5605	41.9621	-24.5247	-41.9249	146.37	12045.7	
