t	DToutletrel	Toutlet	PhiFreeSurf	Ithermique	Phi0	IElecSR	IElecSI	IElecTR	IElecTI	IElecRR	IElecRI	ITotal	PElec	
0.5	0.13576	1473.14	6936.46	41618.8	0.844977	47.0659	0.0353771	-23.5073	40.1443	-23.4744	-40.1097	140.059	66.0044	
1	3.98797e-07	1473.14	17643.1	105859	0.686487	47.0657	0.0353778	-23.5072	40.1442	-23.4743	-40.1095	140.058	72.003	
1.5	1.46601e-06	1473.14	27161.5	162969	0.717004	47.0655	0.0353792	-23.5071	40.1441	-23.4742	-40.1094	140.058	78.0054	
2	2.33644e-06	1473.14	35720.7	214324	0.746294	47.0652	0.0353802	-23.507	40.1439	-23.4742	-40.1093	140.057	84.0078	
2.5	3.03592e-06	1473.13	43455	260730	0.774476	47.065	0.0353808	-23.507	40.1438	-23.4741	-40.1091	140.057	90.0109	
3	3.54324e-06	1473.13	50473.4	302841	0.801672	47.0648	0.0353811	-23.5069	40.1437	-23.474	-40.109	140.056	96.0146	
3.5	4.0465e-06	1473.12	56866.5	341199	0.827977	47.0646	0.0353812	-23.5068	40.1435	-23.4739	-40.1088	140.056	102.019	
4	4.4179e-06	1473.12	62706.1	376237	0.853476	47.0644	0.0353812	-23.5067	40.1434	-23.4738	-40.1087	140.055	108.024	
4.5	4.7605e-06	1473.11	68057.5	408345	0.878236	47.0642	0.0353811	-23.5066	40.1432	-23.4737	-40.1086	140.054	114.029	
5	5.012e-06	1473.1	72976.7	437860	0.90232	47.064	0.0353808	-23.5065	40.1431	-23.4736	-40.1084	140.054	120.035	
5.5	5.20328e-06	1473.09	77502.6	465015	0.92578	47.0638	0.0353805	-23.5064	40.1429	-23.4735	-40.1083	140.053	126.042	
6	5.34564e-06	1473.09	81683.9	490103	0.948662	47.0636	0.0353801	-23.5063	40.1428	-23.4734	-40.1081	140.053	132.049	
6.5	5.45874e-06	1473.08	85547.2	513283	0.971006	47.0634	0.0353796	-23.5062	40.1427	-23.4733	-40.108	140.052	138.056	
7	5.61469e-06	1473.07	89119.4	534716	0.99285	47.0632	0.0353791	-23.5061	40.1425	-23.4732	-40.1078	140.052	144.064	
7.5	5.46992e-06	1473.06	92428.4	554571	1.01423	47.063	0.0353786	-23.506	40.1424	-23.4731	-40.1077	140.051	150.072	
8	4.89063e-06	1473.05	95502	573012	1.03516	47.0628	0.035378	-23.5059	40.1422	-23.473	-40.1075	140.05	156.08	
8.5	4.72322e-06	1473.05	98357.2	590143	1.05568	47.0625	0.0353774	-23.5058	40.1421	-23.4729	-40.1074	140.05	162.089	
9	4.65934e-06	1473.04	101015	606090	1.07581	47.0623	0.0353767	-23.5057	40.1419	-23.4728	-40.1072	140.049	168.097	
9.5	4.69186e-06	1473.03	103487	620920	1.09557	47.0621	0.0353761	-23.5056	40.1418	-23.4727	-40.1071	140.049	174.106	
10	4.85687e-06	1473.03	105788	634728	1.11498	47.0619	0.0353754	-23.5055	40.1416	-23.4726	-40.1069	140.048	180.116	
10.5	4.96396e-06	1473.02	107933	647597	1.13407	47.0617	0.0353747	-23.5054	40.1415	-23.4725	-40.1068	140.048	186.126	
11	5.0753e-06	1473.01	109933	659598	1.15283	47.0615	0.0353741	-23.5053	40.1413	-23.4724	-40.1066	140.047	192.137	
11.5	5.22423e-06	1473	111800	670801	1.1713	47.0613	0.0353734	-23.5052	40.1412	-23.4723	-40.1065	140.047	198.147	
12	5.35966e-06	1473	113544	681266	1.18948	47.0611	0.0353727	-23.5051	40.141	-23.4722	-40.1063	140.046	204.159	
12.5	5.4258e-06	1472.99	115175	691048	1.2074	47.0609	0.035372	-23.505	40.1409	-23.4721	-40.1062	140.045	210.171	
13	5.57426e-06	1472.98	116699	700196	1.22505	47.0607	0.0353714	-23.5049	40.1407	-23.472	-40.106	140.045	216.183	
13.5	5.70971e-06	1472.97	118125	708752	1.24245	47.0605	0.0353707	-23.5048	40.1406	-23.4719	-40.1059	140.044	222.196	
14	5.86197e-06	1472.96	119461	716769	1.25961	47.0603	0.03537	-23.5047	40.1404	-23.4718	-40.1058	140.044	228.21	
14.5	6.01556e-06	1472.95	120713	724279	1.27654	47.0601	0.0353694	-23.5046	40.1403	-23.4717	-40.1056	140.043	234.224	
15	6.16619e-06	1472.95	121886	731317	1.29326	47.06	0.0353687	-23.5045	40.1402	-23.4716	-40.1055	140.043	240.238	
15.5	6.31155e-06	1472.94	122986	737913	1.30976	47.0598	0.0353681	-23.5045	40.14	-23.4715	-40.1053	140.042	246.253	
16	6.45413e-06	1472.93	124016	744097	1.32606	47.0596	0.0353675	-23.5044	40.1399	-23.4714	-40.1052	140.042	252.269	
16.5	6.59129e-06	1472.92	124982	749892	1.34216	47.0594	0.0353668	-23.5043	40.1398	-23.4713	-40.1051	140.041	258.286	
17	6.71996e-06	1472.91	125887	755322	1.35807	47.0592	0.0353662	-23.5042	40.1396	-23.4712	-40.1049	140.041	264.302	
17.5	6.85074e-06	1472.9	126736	760419	1.3738	47.059	0.0353656	-23.5041	40.1395	-23.4711	-40.1048	140.04	270.32	
18	6.9782e-06	1472.89	127536	765217	1.38936	47.0588	0.035365	-23.504	40.1393	-23.4711	-40.1047	140.04	276.338	
18.5	7.09441e-06	1472.88	128287	769725	1.40474	47.0587	0.0353644	-23.5039	40.1392	-23.471	-40.1045	140.039	282.357	
19	7.21427e-06	1472.87	128996	773975	1.41996	47.0585	0.0353638	-23.5038	40.1391	-23.4709	-40.1044	140.039	288.376	
19.5	7.33122e-06	1472.85	129663	777977	1.43501	47.0583	0.0353633	-23.5037	40.139	-23.4708	-40.1043	140.038	294.396	
20	7.44382e-06	1472.84	130289	781732	1.44992	47.0581	0.0353627	-23.5037	40.1388	-23.4707	-40.1041	140.038	300.416	
20.5	7.55119e-06	1472.83	130877	785264	1.46467	47.058	0.0353621	-23.5036	40.1387	-23.4706	-40.104	140.037	306.438	
21	7.65143e-06	1472.82	131431	788587	1.47928	47.0578	0.0353616	-23.5035	40.1386	-23.4705	-40.1039	140.037	312.459	
21.5	7.75545e-06	1472.81	131953	791715	1.49374	47.0576	0.0353611	-23.5034	40.1385	-23.4705	-40.1038	140.036	318.482	
22	7.85553e-06	1472.8	132443	794660	1.50807	47.0575	0.0353605	-23.5033	40.1383	-23.4704	-40.1036	140.036	324.505	
22.5	7.9544e-06	1472.79	132905	797432	1.52227	47.0573	0.03536	-23.5032	40.1382	-23.4703	-40.1035	140.035	330.529	
23	8.04894e-06	1472.77	133340	800041	1.53634	47.0571	0.0353595	-23.5032	40.1381	-23.4702	-40.1034	140.035	336.553	
23.5	8.14025e-06	1472.76	133749	802495	1.55028	47.057	0.035359	-23.5031	40.138	-23.4701	-40.1033	140.035	342.578	
24	8.23033e-06	1472.75	134136	804815	1.56409	47.0568	0.0353585	-23.503	40.1379	-23.4701	-40.1032	140.034	348.604	
24.5	8.31818e-06	1472.74	134498	806989	1.57779	47.0567	0.0353581	-23.5029	40.1378	-23.47	-40.1031	140.034	354.63	
25	8.40382e-06	1472.73	134838	809029	1.59137	47.0565	0.0353576	-23.5029	40.1376	-23.4699	-40.1029	140.033	360.658	
25.5	8.48687e-06	1472.71	135156	810937	1.60484	47.0564	0.0353571	-23.5028	40.1375	-23.4698	-40.1028	140.033	366.685	
26	8.569e-06	1472.7	135455	812732	1.6182	47.0562	0.0353567	-23.5027	40.1374	-23.4697	-40.1027	140.032	372.714	
26.5	8.64852e-06	1472.69	135738	814430	1.63145	47.0561	0.0353562	-23.5026	40.1373	-23.4697	-40.1026	140.032	378.743	
27	8.72544e-06	1472.68	136006	816038	1.6446	47.0559	0.0353558	-23.5026	40.1372	-23.4696	-40.1025	140.032	384.773	
27.5	8.79988e-06	1472.66	136256	817533	1.65764	47.0558	0.0353554	-23.5025	40.1371	-23.4695	-40.1024	140.031	390.803	
28	8.87121e-06	1472.65	136489	818936	1.67058	47.0556	0.0353549	-23.5024	40.137	-23.4695	-40.1023	140.031	396.835	
28.5	8.94234e-06	1472.64	136709	820252	1.68342	47.0555	0.0353545	-23.5024	40.1369	-23.4694	-40.1022	140.03	402.867	
29	9.01126e-06	1472.62	136916	821493	1.69617	47.0554	0.0353541	-23.5023	40.1368	-23.4693	-40.1021	140.03	408.899	
29.5	9.07896e-06	1472.61	137112	822672	1.70883	47.0552	0.0353537	-23.5022	40.1367	-23.4693	-40.102	140.03	414.933	
30	9.14352e-06	1472.6	137293	823759	1.72139	47.0551	0.0353533	-23.5022	40.1366	-23.4692	-40.1019	140.029	420.967	
30.5	9.2073e-06	1472.58	137461	824769	1.73386	47.055	0.0353529	-23.5021	40.1365	-23.4691	-40.1018	140.029	427.002	
31	9.26957e-06	1472.57	137624	825741	1.74625	47.0548	0.0353526	-23.502	40.1364	-23.4691	-40.1017	140.029	433.037	
31.5	9.32948e-06	1472.56	137772	826630	1.75855	47.0547	0.0353522	-23.502	40.1363	-23.469	-40.1016	140.028	439.073	
32	9.38676e-06	1472.54	137907	827444	1.77077	47.0546	0.0353518	-23.5019	40.1362	-23.4689	-40.1016	140.028	445.111	
32.5	9.44386e-06	1472.53	138033	828199	1.7829	47.0545	0.0353515	-23.5019	40.1362	-23.4689	-40.1015	140.028	451.148	
33	9.49918e-06	1472.51	138150	828897	1.79495	47.0543	0.0353511	-23.5018	40.1361	-23.4688	-40.1014	140.027	457.187	
33.5	9.55183e-06	1472.5	138257	829543	1.80693	47.0542	0.0353508	-23.5017	40.136	-23.4688	-40.1013	140.027	463.226	
34	9.60426e-06	1472.49	138356	830138	1.81883	47.0541	0.0353504	-23.5017	40.1359	-23.4687	-40.1012	140.027	469.266	
34.5	9.65404e-06	1472.47	138447	830682	1.83065	47.054	0.0353501	-23.5016	40.1358	-23.4686	-40.1011	140.026	475.307	
35	9.70301e-06	1472.46	138530	831179	1.84239	47.0539	0.0353498	-23.5016	40.1357	-23.4686	-40.1011	140.026	481.348	
35.5	9.74985e-06	1472.44	138606	831633	1.85407	47.0538	0.0353494	-23.5015	40.1357	-23.4685	-40.101	140.026	487.39	
36	9.7943e-06	1472.43	138674	832044	1.86567	47.0537	0.0353491	-23.5015	40.1356	-23.4685	-40.1009	140.025	493.433	
36.5	9.83829e-06	1472.41	138735	832412	1.8772	47.0536	0.0353488	-23.5014	40.1355	-23.4684	-40.1008	140.025	499.477	
37	9.88166e-06	1472.4	138790	832741	1.88867	47.0535	0.0353485	-23.5014	40.1354	-23.4684	-40.1008	140.025	505.522	
37.5	9.92381e-06	1472.38	138838	833026	1.90006	47.0534	0.0353482	-23.5013	40.1354	-23.4683	-40.1007	140.025	511.567	
38	9.96435e-06	1472.37	138882	833291	1.91139	47.0533	0.0353479	-23.5013	40.1353	-23.4683	-40.1006	140.024	517.613	
38.5	1.00039e-05	1472.35	138926	833557	1.92265	47.0532	0.0353476	-23.5012	40.1352	-23.4682	-40.1006	140.024	523.66	
39	1.00414e-05	1472.34	138960	833758	1.93385	47.0531	0.0353473	-23.5012	40.1352	-23.4682	-40.1005	140.024	529.707	
39.5	1.00771e-05	1472.33	138987	833919	1.94499	47.053	0.035347	-23.5011	40.1351	-23.4681	-40.1004	140.024	535.755	
40	1.01126e-05	1472.31	139009	834051	1.95606	47.0529	0.0353468	-23.5011	40.135	-23.4681	-40.1004	140.023	541.804	
40.5	1.01473e-05	1472.3	139027	834163	1.96708	47.0528	0.0353465	-23.501	40.135	-23.468	-40.1003	140.023	547.854	
41	1.01765e-05	1472.28	139039	834236	1.97803	47.0527	0.0353462	-23.501	40.1349	-23.468	-40.1002	140.023	553.905	
41.5	1.02094e-05	1472.27	139047	834284	1.98893	47.0526	0.0353459	-23.5009	40.1349	-23.4679	-40.1002	140.023	559.956	
42	1.02373e-05	1472.25	139051	834308	1.99976	47.0525	0.0353457	-23.5009	40.1348	-23.4679	-40.1001	140.022	566.008	
42.5	1.02674e-05	1472.24	139052	834310	2.01054	47.0525	0.0353454	-23.5009	40.1348	-23.4679	-40.1001	140.022	572.061	
43	1.02961e-05	1472.22	139048	834289	2.02126	47.0524	0.0353452	-23.5008	40.1347	-23.4678	-40.1	140.022	578.115	
43.5	1.03239e-05	1472.2	139041	834245	2.03193	47.0523	0.0353449	-23.5008	40.1347	-23.4678	-40.1	140.022	584.17	
44	1.0348e-05	1472.19	139030	834178	2.04255	47.0522	0.0353447	-23.5007	40.1346	-23.4677	-40.0999	140.022	590.225	
44.5	1.03729e-05	1472.17	139014	834085	2.05311	47.0522	0.0353444	-23.5007	40.1346	-23.4677	-40.0999	140.021	596.281	
45	1.03962e-05	1472.16	138995	833968	2.06361	47.0521	0.0353442	-23.5007	40.1345	-23.4677	-40.0998	140.021	602.338	
45.5	1.0418e-05	1472.14	138972	833833	2.07407	47.052	0.0353439	-23.5006	40.1345	-23.4676	-40.0998	140.021	608.395	
46	1.04404e-05	1472.13	138949	833697	2.08447	47.0519	0.0353437	-23.5006	40.1344	-23.4676	-40.0998	140.021	614.454	
46.5	1.04622e-05	1472.11	138923	833540	2.09483	47.0519	0.0353435	-23.5006	40.1344	-23.4676	-40.0997	140.021	620.513	
47	1.04796e-05	1472.1	138895	833371	2.10513	47.0518	0.0353433	-23.5005	40.1344	-23.4675	-40.0997	140.021	626.573	
47.5	1.04994e-05	1472.08	138862	833173	2.11539	47.0518	0.035343	-23.5005	40.1343	-23.4675	-40.0996	140.02	632.634	
48	1.05175e-05	1472.07	138826	832956	2.1256	47.0517	0.0353428	-23.5005	40.1343	-23.4675	-40.0996	140.02	638.695	
48.5	1.0535e-05	1472.05	138788	832725	2.13576	47.0516	0.0353426	-23.5005	40.1343	-23.4675	-40.0996	140.02	644.757	
49	1.05521e-05	1472.04	138747	832480	2.14587	47.0516	0.0353424	-23.5004	40.1342	-23.4674	-40.0995	140.02	650.82	
49.5	1.0566e-05	1472.02	138707	832240	2.15594	47.0515	0.0353422	-23.5004	40.1342	-23.4674	-40.0995	140.02	656.884	
50	1.05794e-05	1472	138666	831997	2.16596	47.0515	0.035342	-23.5004	40.1342	-23.4674	-40.0995	140.02	662.949	
50.5	1.05937e-05	1471.99	138622	831734	2.17593	47.0514	0.0353418	-23.5004	40.1341	-23.4674	-40.0995	140.02	669.015	
51	1.06057e-05	1471.97	138574	831441	2.18587	47.0514	0.0353416	-23.5003	40.1341	-23.4673	-40.0994	140.02	675.081	
51.5	1.06189e-05	1471.96	138523	831135	2.19575	47.0513	0.0353414	-23.5003	40.1341	-23.4673	-40.0994	140.019	681.148	
52	1.06277e-05	1471.94	138472	830831	2.2056	47.0513	0.0353412	-23.5003	40.1341	-23.4673	-40.0994	140.019	687.216	
52.5	1.06393e-05	1471.93	138417	830505	2.2154	47.0513	0.035341	-23.5003	40.134	-23.4673	-40.0994	140.019	693.284	
53	1.06484e-05	1471.91	138360	830163	2.22516	47.0512	0.0353408	-23.5002	40.134	-23.4672	-40.0994	140.019	699.354	
53.5	1.06566e-05	1471.89	138303	829821	2.23488	47.0512	0.0353406	-23.5002	40.134	-23.4672	-40.0993	140.019	705.424	
54	1.06654e-05	1471.88	138246	829474	2.24456	47.0512	0.0353404	-23.5002	40.134	-23.4672	-40.0993	140.019	711.495	
54.5	1.06737e-05	1471.86	138185	829110	2.2542	47.0511	0.0353402	-23.5002	40.134	-23.4672	-40.0993	140.019	717.567	
55	1.06814e-05	1471.85	138121	828727	2.2638	47.0511	0.03534	-23.5002	40.134	-23.4672	-40.0993	140.019	723.639	
55.5	1.06866e-05	1471.83	138054	828325	2.27336	47.0511	0.0353399	-23.5002	40.134	-23.4672	-40.0993	140.019	729.713	
56	1.06924e-05	1471.82	137986	827918	2.28288	47.051	0.0353397	-23.5002	40.134	-23.4671	-40.0993	140.019	735.787	
56.5	1.06977e-05	1471.8	137918	827511	2.29236	47.051	0.0353395	-23.5001	40.1339	-23.4671	-40.0993	140.019	741.862	
57	1.07009e-05	1471.78	137848	827085	2.30181	47.051	0.0353393	-23.5001	40.1339	-23.4671	-40.0993	140.019	747.938	
57.5	1.07056e-05	1471.77	137775	826650	2.31121	47.051	0.0353392	-23.5001	40.1339	-23.4671	-40.0993	140.019	754.014	
58	1.07032e-05	1471.75	137701	826206	2.32058	47.051	0.035339	-23.5001	40.1339	-23.4671	-40.0993	140.019	760.091	
58.5	1.07074e-05	1471.74	137625	825752	2.32992	47.0509	0.0353388	-23.5001	40.1339	-23.4671	-40.0993	140.019	766.169	
59	1.07095e-05	1471.72	137549	825291	2.33921	47.0509	0.0353387	-23.5001	40.1339	-23.4671	-40.0993	140.019	772.248	
59.5	1.07112e-05	1471.71	137471	824828	2.34847	47.0509	0.0353385	-23.5001	40.1339	-23.4671	-40.0993	140.018	778.328	
60	1.07125e-05	1471.69	137393	824357	2.3577	47.0509	0.0353384	-23.5001	40.1339	-23.4671	-40.0993	140.018	784.409	
60.5	1.07135e-05	1471.67	137313	823879	2.36689	47.0509	0.0353382	-23.5001	40.134	-23.4671	-40.0993	140.018	790.49	
61	1.0713e-05	1471.66	137236	823414	2.37605	47.0509	0.0353381	-23.5001	40.134	-23.4671	-40.0993	140.018	796.572	
61.5	1.07133e-05	1471.64	137157	822939	2.38517	47.0509	0.0353379	-23.5001	40.134	-23.4671	-40.0993	140.019	802.655	
62	1.07074e-05	1471.63	137076	822457	2.39426	47.0509	0.0353378	-23.5001	40.134	-23.4671	-40.0993	140.019	808.738	
62.5	1.0707e-05	1471.61	136995	821973	2.40332	47.0509	0.0353376	-23.5001	40.134	-23.4671	-40.0993	140.019	814.823	
63	1.07013e-05	1471.6	136914	821482	2.41234	47.0509	0.0353375	-23.5001	40.134	-23.4671	-40.0993	140.019	820.908	
63.5	1.07002e-05	1471.58	136834	821007	2.42133	47.0509	0.0353373	-23.5001	40.134	-23.4671	-40.0994	140.019	826.994	
64	1.06974e-05	1471.56	136752	820514	2.43029	47.0509	0.0353372	-23.5001	40.134	-23.4671	-40.0994	140.019	833.081	
64.5	1.06946e-05	1471.55	136666	819997	2.43922	47.0509	0.0353371	-23.5001	40.1341	-23.4671	-40.0994	140.019	839.168	
65	1.06904e-05	1471.53	136579	819473	2.44811	47.0509	0.0353369	-23.5001	40.1341	-23.4671	-40.0994	140.019	845.257	
65.5	1.06863e-05	1471.52	136492	818950	2.45698	47.0509	0.0353368	-23.5001	40.1341	-23.4671	-40.0994	140.019	851.346	
66	1.06812e-05	1471.5	136404	818427	2.46581	47.0509	0.0353367	-23.5001	40.1341	-23.4671	-40.0995	140.019	857.436	
66.5	1.06764e-05	1471.49	136316	817898	2.47461	47.0509	0.0353365	-23.5001	40.1342	-23.4671	-40.0995	140.019	863.526	
67	1.06708e-05	1471.47	136229	817376	2.48339	47.051	0.0353364	-23.5001	40.1342	-23.4671	-40.0995	140.019	869.618	
67.5	1.06651e-05	1471.45	136139	816835	2.49213	47.051	0.0353363	-23.5001	40.1342	-23.4671	-40.0996	140.019	875.71	
68	1.06597e-05	1471.44	136049	816296	2.50084	47.051	0.0353362	-23.5001	40.1342	-23.4671	-40.0996	140.019	881.803	
68.5	1.0653e-05	1471.42	135959	815754	2.50953	47.051	0.0353361	-23.5001	40.1343	-23.4671	-40.0996	140.019	887.897	
69	1.06462e-05	1471.41	135865	815190	2.51818	47.051	0.0353359	-23.5001	40.1343	-23.4671	-40.0997	140.019	893.991	
69.5	1.06362e-05	1471.39	135769	814616	2.52681	47.0511	0.0353358	-23.5002	40.1343	-23.4671	-40.0997	140.019	900.087	
70	1.06288e-05	1471.38	135674	814041	2.53541	47.0511	0.0353357	-23.5002	40.1344	-23.4672	-40.0997	140.02	906.183	
70.5	1.0621e-05	1471.36	135579	813476	2.54398	47.0511	0.0353356	-23.5002	40.1344	-23.4672	-40.0998	140.02	912.28	
71	1.06127e-05	1471.34	135485	812913	2.55252	47.0512	0.0353355	-23.5002	40.1345	-23.4672	-40.0998	140.02	918.377	
71.5	1.06054e-05	1471.33	135390	812342	2.56104	47.0512	0.0353354	-23.5002	40.1345	-23.4672	-40.0998	140.02	924.476	
72	1.05965e-05	1471.31	135296	811774	2.56952	47.0512	0.0353353	-23.5002	40.1345	-23.4672	-40.0999	140.02	930.575	
72.5	1.05876e-05	1471.3	135198	811191	2.57799	47.0513	0.0353352	-23.5003	40.1346	-23.4672	-40.0999	140.02	936.675	
73	1.05793e-05	1471.28	135100	810599	2.58642	47.0513	0.0353351	-23.5003	40.1346	-23.4673	-40.1	140.02	942.776	
73.5	1.05707e-05	1471.27	135007	810043	2.59483	47.0513	0.035335	-23.5003	40.1347	-23.4673	-40.1	140.02	948.878	
74	1.05614e-05	1471.25	134917	809500	2.60321	47.0514	0.0353349	-23.5003	40.1347	-23.4673	-40.1001	140.021	954.98	
74.5	1.05512e-05	1471.24	134824	808942	2.61157	47.0514	0.0353348	-23.5003	40.1348	-23.4673	-40.1001	140.021	961.083	
75	1.05415e-05	1471.22	134728	808368	2.6199	47.0515	0.0353347	-23.5004	40.1348	-23.4673	-40.1002	140.021	967.187	
75.5	1.05319e-05	1471.2	134636	807817	2.6282	47.0515	0.0353346	-23.5004	40.1349	-23.4674	-40.1002	140.021	973.291	
76	1.05204e-05	1471.19	134542	807254	2.63648	47.0516	0.0353345	-23.5004	40.135	-23.4674	-40.1003	140.021	979.397	
76.5	1.05093e-05	1471.17	134447	806680	2.64473	47.0516	0.0353344	-23.5004	40.135	-23.4674	-40.1004	140.021	985.503	
77	1.04993e-05	1471.16	134348	806088	2.65296	47.0517	0.0353343	-23.5005	40.1351	-23.4674	-40.1004	140.022	991.61	
77.5	1.04891e-05	1471.14	134248	805489	2.66117	47.0517	0.0353342	-23.5005	40.1351	-23.4675	-40.1005	140.022	997.718	
78	1.04771e-05	1471.13	134150	804900	2.66935	47.0518	0.0353341	-23.5005	40.1352	-23.4675	-40.1005	140.022	1003.83	
78.5	1.04655e-05	1471.11	134054	804325	2.67751	47.0519	0.0353341	-23.5006	40.1353	-23.4675	-40.1006	140.022	1009.94	
79	1.04542e-05	1471.1	133956	803739	2.68564	47.0519	0.035334	-23.5006	40.1353	-23.4675	-40.1007	140.022	1016.05	
79.5	1.0443e-05	1471.08	133858	803149	2.69375	47.052	0.0353339	-23.5006	40.1354	-23.4676	-40.1007	140.023	1022.16	
80	1.04287e-05	1471.07	133759	802557	2.70184	47.0521	0.0353338	-23.5006	40.1355	-23.4676	-40.1008	140.023	1028.27	
80.5	1.04176e-05	1471.05	133661	801963	2.7099	47.0521	0.0353337	-23.5007	40.1355	-23.4676	-40.1009	140.023	1034.38	
81	1.04061e-05	1471.04	133561	801368	2.71794	47.0522	0.0353337	-23.5007	40.1356	-23.4677	-40.1009	140.023	1040.49	
81.5	1.0395e-05	1471.02	133461	800769	2.72596	47.0523	0.0353336	-23.5007	40.1357	-23.4677	-40.101	140.024	1046.61	
82	1.0379e-05	1471	133361	800167	2.73395	47.0523	0.0353335	-23.5008	40.1357	-23.4677	-40.1011	140.024	1052.72	
82.5	1.03658e-05	1470.99	133260	799563	2.74192	47.0524	0.0353335	-23.5008	40.1358	-23.4678	-40.1012	140.024	1058.84	
83	1.0354e-05	1470.97	133160	798960	2.74987	47.0525	0.0353334	-23.5009	40.1359	-23.4678	-40.1012	140.024	1064.95	
83.5	1.03417e-05	1470.96	133063	798380	2.7578	47.0526	0.0353333	-23.5009	40.136	-23.4679	-40.1013	140.024	1071.07	
84	1.03285e-05	1470.94	132966	797799	2.76571	47.0526	0.0353333	-23.5009	40.1361	-23.4679	-40.1014	140.025	1077.19	
84.5	1.03166e-05	1470.93	132867	797204	2.77359	47.0527	0.0353332	-23.501	40.1361	-23.4679	-40.1015	140.025	1083.3	
85	1.03039e-05	1470.91	132767	796604	2.78146	47.0528	0.0353331	-23.501	40.1362	-23.468	-40.1016	140.025	1089.42	
85.5	1.02837e-05	1470.9	132667	796003	2.7893	47.0529	0.0353331	-23.5011	40.1363	-23.468	-40.1017	140.026	1095.54	
86	1.02706e-05	1470.88	132567	795403	2.79712	47.053	0.035333	-23.5011	40.1364	-23.4681	-40.1017	140.026	1101.66	
86.5	1.02545e-05	1470.87	132467	794804	2.80492	47.0531	0.035333	-23.5011	40.1365	-23.4681	-40.1018	140.026	1107.79	
87	1.02425e-05	1470.85	132368	794206	2.8127	47.0532	0.0353329	-23.5012	40.1366	-23.4681	-40.1019	140.026	1113.91	
87.5	1.023e-05	1470.84	132268	793609	2.82045	47.0533	0.0353329	-23.5012	40.1367	-23.4682	-40.102	140.027	1120.03	
88	1.02148e-05	1470.82	132168	793011	2.82819	47.0533	0.0353328	-23.5013	40.1368	-23.4682	-40.1021	140.027	1126.15	
88.5	1.02027e-05	1470.81	132069	792413	2.83591	47.0534	0.0353328	-23.5013	40.1369	-23.4683	-40.1022	140.027	1132.28	
89	1.01875e-05	1470.79	131972	791832	2.84361	47.0535	0.0353327	-23.5014	40.137	-23.4683	-40.1023	140.028	1138.4	
89.5	1.01748e-05	1470.78	131874	791246	2.85128	47.0536	0.0353327	-23.5014	40.1371	-23.4684	-40.1024	140.028	1144.53	
90	1.01613e-05	1470.76	131776	790659	2.85894	47.0537	0.0353326	-23.5015	40.1372	-23.4684	-40.1025	140.028	1150.65	
90.5	1.01476e-05	1470.75	131679	790075	2.86658	47.0538	0.0353326	-23.5015	40.1373	-23.4685	-40.1026	140.029	1156.78	
91	1.01345e-05	1470.73	131582	789491	2.8742	47.054	0.0353325	-23.5016	40.1374	-23.4685	-40.1027	140.029	1162.91	
91.5	1.01213e-05	1470.72	131485	788910	2.8818	47.0541	0.0353325	-23.5016	40.1375	-23.4686	-40.1028	140.029	1169.04	
92	1.01081e-05	1470.7	131387	788323	2.88938	47.0542	0.0353325	-23.5017	40.1376	-23.4686	-40.1029	140.03	1175.17	
92.5	1.00949e-05	1470.69	131288	787728	2.89694	47.0543	0.0353324	-23.5017	40.1377	-23.4687	-40.103	140.03	1181.3	
93	1.00786e-05	1470.67	131188	787129	2.90448	47.0544	0.0353324	-23.5018	40.1378	-23.4688	-40.1031	140.03	1187.43	
93.5	1.00655e-05	1470.66	131090	786537	2.91201	47.0545	0.0353324	-23.5019	40.1379	-23.4688	-40.1032	140.031	1193.56	
94	1.00499e-05	1470.64	130995	785972	2.91951	47.0546	0.0353323	-23.5019	40.138	-23.4689	-40.1033	140.031	1199.69	
94.5	1.00341e-05	1470.63	130901	785408	2.927	47.0547	0.0353323	-23.502	40.1381	-23.4689	-40.1035	140.031	1205.83	
95	1.00211e-05	1470.61	130806	784838	2.93447	47.0549	0.0353323	-23.502	40.1382	-23.469	-40.1036	140.032	1211.96	
95.5	1.00066e-05	1470.6	130709	784256	2.94192	47.055	0.0353323	-23.5021	40.1383	-23.469	-40.1037	140.032	1218.09	
96	9.99321e-06	1470.59	130610	783660	2.94935	47.0551	0.0353322	-23.5022	40.1385	-23.4691	-40.1038	140.033	1224.23	
96.5	9.97961e-06	1470.57	130511	783067	2.95676	47.0552	0.0353322	-23.5022	40.1386	-23.4692	-40.1039	140.033	1230.37	
97	9.96601e-06	1470.56	130415	782492	2.96416	47.0554	0.0353322	-23.5023	40.1387	-23.4692	-40.104	140.033	1236.5	
97.5	9.95247e-06	1470.54	130319	781917	2.97154	47.0555	0.0353322	-23.5023	40.1388	-23.4693	-40.1042	140.034	1242.64	
98	9.93427e-06	1470.53	130221	781328	2.9789	47.0556	0.0353322	-23.5024	40.1389	-23.4693	-40.1043	140.034	1248.78	
98.5	9.91914e-06	1470.51	130123	780739	2.98624	47.0557	0.0353321	-23.5025	40.1391	-23.4694	-40.1044	140.035	1254.92	
99	9.90296e-06	1470.5	130026	780155	2.99357	47.0559	0.0353321	-23.5025	40.1392	-23.4695	-40.1045	140.035	1261.06	
99.5	9.88878e-06	1470.48	129930	779582	3.00088	47.056	0.0353321	-23.5026	40.1393	-23.4695	-40.1047	140.035	1267.2	
